DEPTH,CASEOD,MATRXDEN,ABHV,DCAL,DPOR,GR,NPOR,RHOB,RHOC,SCAL
541,4.5,2.71,63.8427,7.4772,12.3015,88.2966,19.1481,2.4996,0.0225,6.8426
540.5,4.5,2.71,63.927,7.4772,11.8115,91.3091,19.3148,2.508,0.0279,6.8437
540,4.5,2.71,64.0113,7.478,11.5776,91.383,19.5288,2.512,0.0331,6.8442
539.5,4.5,2.71,64.0957,7.4792,11.4404,88.5105,19.5363,2.5144,0.0432,6.8423
539,4.5,2.71,64.18,7.4801,11.1149,84.949,19.2874,2.5199,0.0509,6.8414
538.5,4.5,2.71,64.2644,7.4795,10.8454,82.4655,18.968,2.5245,0.0505,6.8424
538,4.5,2.71,64.3487,7.4779,10.9978,79.8148,18.8292,2.5219,0.0447,6.8431
537.5,4.5,2.71,64.433,7.4771,11.4239,75.1919,18.8561,2.5147,0.0379,6.8432
537,4.5,2.71,64.5173,7.4762,11.7538,72.4106,19.1517,2.509,0.0424,6.8437
536.5,4.5,2.71,64.6016,7.4737,12.0144,72.2781,19.5531,2.5046,0.059,6.8441
536,4.5,2.71,64.6858,7.4727,12.5231,71.2472,19.4424,2.4959,0.0713,6.8433
535.5,4.5,2.71,64.77,7.4734,13.3532,66.5695,19.1576,2.4817,0.0614,6.8433
535,4.5,2.71,64.8543,7.4723,14.096,61.4811,18.9593,2.469,0.0388,6.844
534.5,4.5,2.71,64.9385,7.4702,14.2014,60.0416,18.9536,2.4672,0.0224,6.8428
534,4.5,2.71,65.0226,7.4698,13.4509,60.1226,19.3832,2.48,0.0222,6.841
533.5,4.5,2.71,65.1068,7.4699,12.2259,59.3488,19.6643,2.5009,0.0304,6.8435
533,4.5,2.71,65.1911,7.4692,11.5049,61.1402,19.4601,2.5133,0.0349,6.849
532.5,4.5,2.71,65.2753,7.4688,11.9877,67.0115,19.1855,2.505,0.0314,6.8483
532,4.5,2.71,65.3595,7.4682,13.0513,72.4865,19.2932,2.4868,0.0222,6.8442
531.5,4.5,2.71,65.4436,7.4673,13.616,72.3385,19.7996,2.4772,0.0249,6.8437
531,4.5,2.71,65.5278,7.4684,13.556,71.3831,20.143,2.4782,0.0309,6.8451
530.5,4.5,2.71,65.6121,7.4696,13.1052,72.2935,20.213,2.4859,0.0334,6.8467
530,4.5,2.71,65.6964,7.4697,12.3907,68.0446,20.2716,2.4981,0.045,6.8512
529.5,4.5,2.71,65.781,7.4721,11.9979,64.0674,20.1333,2.5048,0.0461,6.8589
529,4.5,2.71,65.8657,7.4747,12.3564,68.8545,19.7389,2.4987,0.037,6.8651
528.5,4.5,2.71,65.9504,7.4729,13.0789,78.0907,19.5619,2.4864,0.0321,6.8661
528,4.5,2.71,66.0349,7.4715,13.6289,84.0542,19.6955,2.4769,0.0262,6.861
527.5,4.5,2.71,66.1194,7.4732,13.8638,84.4473,19.7743,2.4729,0.0225,6.8524
527,4.5,2.71,66.2036,7.4739,13.7907,79.3051,19.5767,2.4742,0.0244,6.8445
526.5,4.5,2.71,66.2879,7.4737,13.4575,71.874,19.096,2.4799,0.0318,6.8415
526,4.5,2.71,66.3721,7.4748,13.0259,67.4922,18.8823,2.4873,0.0378,6.8417
525.5,4.5,2.71,66.4563,7.4753,12.5891,68.5224,19.0681,2.4947,0.0416,6.8407
525,4.5,2.71,66.5405,7.4745,12.2369,68.0935,19.0309,2.5007,0.0449,6.8382
524.5,4.5,2.71,66.6246,7.4719,12.1419,63.2433,18.6414,2.5024,0.0486,6.8375
524,4.5,2.71,66.7087,7.4686,12.3194,59.0745,18.37,2.4993,0.0511,6.8416
523.5,4.5,2.71,66.7931,7.4674,12.7022,59.5108,18.474,2.4928,0.0445,6.8534
523,4.5,2.71,66.8776,7.4685,13.0466,68.8991,18.7749,2.4869,0.0219,6.8645
522.5,4.5,2.71,66.9624,7.4707,12.6808,82.4922,19.4248,2.4932,0.0123,6.8719
522,4.5,2.71,67.0473,7.4743,11.4917,93.3586,20.3908,2.5135,0.0269,6.8738
521.5,4.5,2.71,67.1322,7.4783,10.4813,98.5975,20.9864,2.5308,0.0375,6.87
521,4.5,2.71,67.2169,7.4788,10.5054,104.5083,20.9322,2.5304,0.0281,6.8633
520.5,4.5,2.71,67.3015,7.4771,11.3443,109.078,20.8229,2.516,0.0026,6.8567
520,4.5,2.71,67.386,7.4773,12.0678,102.2702,21.0231,2.5036,-0.0164,6.8527
519.5,4.5,2.71,67.4706,7.4777,11.9905,92.7398,21.3823,2.505,-0.0141,6.8537
519,4.5,2.71,67.5552,7.4739,11.1867,88.0779,21.4622,2.5187,0.009,6.8599
518.5,4.5,2.71,67.6398,7.4695,10.2439,86.3749,21.4115,2.5348,0.0346,6.864
518,4.5,2.71,67.7243,7.4706,9.7855,86.1266,21.634,2.5427,0.0414,6.8605
517.5,4.5,2.71,67.8087,7.4725,10.1202,89.6642,21.7035,2.5369,0.0295,6.8528
517,4.5,2.71,67.8931,7.4726,11.2129,95.9934,21.3927,2.5183,0.0093,6.8474
516.5,4.5,2.71,67.9774,7.4749,12.545,98.2738,20.9579,2.4955,-0.0165,6.8458
516,4.5,2.71,68.0618,7.4781,13.2599,95.6445,20.447,2.4833,-0.0179,6.8482
515.5,4.5,2.71,68.1463,7.4793,13.2617,90.7851,19.9813,2.4832,0.0054,6.8484
515,4.5,2.71,68.2306,7.4777,13.1662,80.9772,19.5731,2.4849,0.0181,6.8422
514.5,4.5,2.71,68.3147,7.4747,12.8854,69.6679,18.9888,2.4897,0.0191,6.8357
514,4.5,2.71,68.3988,7.4722,11.9658,65.7542,18.4842,2.5054,0.0293,6.8354
513.5,4.5,2.71,68.4828,7.4724,10.7843,62.7115,17.801,2.5256,0.0429,6.8365
513,4.5,2.71,68.567,7.4745,9.9772,56.0975,17.0883,2.5394,0.0444,6.8359
512.5,4.5,2.71,68.6511,7.4743,9.8286,53.9714,17.201,2.5419,0.039,6.8364
512,4.5,2.71,68.7352,7.4722,10.4963,58.3134,17.9517,2.5305,0.043,6.837
511.5,4.5,2.71,68.8193,7.4736,11.7523,65.5284,18.5418,2.509,0.0525,6.8359
511,4.5,2.71,68.9034,7.4756,12.7726,74.8198,18.7118,2.4916,0.046,6.8357
510.5,4.5,2.71,68.9875,7.4738,12.5785,79.9574,18.3782,2.4949,0.03,6.8364
510,4.5,2.71,69.0716,7.472,10.7418,75.5144,17.6095,2.5263,0.031,6.8377
509.5,4.5,2.71,69.1558,7.4722,8.0196,69.0895,16.6757,2.5729,0.0567,6.8389
509,4.5,2.71,69.2399,7.4701,6.1836,63.9009,16.327,2.6043,0.0747,6.838
508.5,4.5,2.71,69.324,7.4669,6.4137,67.2713,17.1156,2.6003,0.0644,6.8435
508,4.5,2.71,69.4083,7.4667,7.9651,81.3162,18.522,2.5738,0.051,6.8535
507.5,4.5,2.71,69.4927,7.468,9.3128,93.8998,19.5146,2.5508,0.0407,6.853
507,4.5,2.71,69.5769,7.47,9.9098,100.5711,20.0952,2.5405,0.0335,6.8464
506.5,4.5,2.71,69.6611,7.4729,10.0026,102.6757,20.6034,2.539,0.0296,6.8432
506,4.5,2.71,69.7454,7.4745,9.6704,98.24,20.9395,2.5446,0.0304,6.8418
505.5,4.5,2.71,69.8296,7.475,9.0763,93.3518,20.73,2.5548,0.0451,6.8397
505,4.5,2.71,69.9138,7.4763,8.9811,92.5659,20.2489,2.5564,0.0526,6.8393
504.5,4.5,2.71,69.998,7.4766,9.8037,92.4052,19.9798,2.5424,0.0445,6.8401
504,4.5,2.71,70.0823,7.4754,10.8519,91.7238,19.5197,2.5244,0.0358,6.8401
503.5,4.5,2.71,70.1664,7.4749,11.2831,88.6665,19.1435,2.5171,0.0363,6.8388
503,4.5,2.71,70.2506,7.4751,11.1307,82.2989,19.2553,2.5197,0.0355,6.8376
502.5,4.5,2.71,70.3348,7.4751,10.8818,78.1236,19.361,2.5239,0.0276,6.8387
502,4.5,2.71,70.4191,7.4748,10.7574,80.93,19.5371,2.526,0.028,6.8439
501.5,4.5,2.71,70.5034,7.4742,10.5977,84.4246,19.9104,2.5288,0.0363,6.8488
501,4.5,2.71,70.5878,7.4745,10.071,83.9874,19.7067,2.5378,0.0467,6.8482
500.5,4.5,2.71,70.6721,7.4751,9.3412,80.5484,19.0448,2.5503,0.0547,6.8464
500,4.5,2.71,70.7565,7.4749,9.2684,74.3141,18.286,2.5515,0.0547,6.8467
499.5,4.5,2.71,70.8408,7.4708,10.1944,69.5783,17.446,2.5357,0.0366,6.8466
499,4.5,2.71,70.9249,7.4661,11.1418,71.6303,17.3876,2.5195,0.0262,6.8458
498.5,4.5,2.71,71.0091,7.4655,11.1951,72.4191,18.068,2.5186,0.0427,6.8457
498,4.5,2.71,71.0933,7.4667,10.6536,67.4063,18.3068,2.5278,0.0617,6.8482
497.5,4.5,2.71,71.1776,7.4663,10.2466,63.6178,17.5034,2.5348,0.0702,6.8513
497,4.5,2.71,71.2618,7.4638,10.319,65.157,16.9059,2.5335,0.0676,6.8537
496.5,4.5,2.71,71.3462,7.4628,10.6345,70.9559,17.5071,2.5281,0.0581,6.8601
496,4.5,2.71,71.4308,7.4627,10.628,80.6977,18.4457,2.5283,0.0579,6.8699
495.5,4.5,2.71,71.5156,7.4665,10.2655,96.4891,19.5337,2.5345,0.0579,6.8772
495,4.5,2.71,71.6007,7.4746,9.9763,118.9334,20.7436,2.5394,0.0555,6.881
494.5,4.5,2.71,71.6858,7.4798,9.6978,134.0285,21.4422,2.5442,0.0638,6.8798
494,4.5,2.71,71.7707,7.4812,8.9825,130.2793,21.5837,2.5564,0.065,6.8696
493.5,4.5,2.71,71.8556,7.4819,7.8196,117.1463,21.6279,2.5763,0.0599,6.8653
493,4.5,2.71,71.9405,7.4829,6.9606,106.0463,21.857,2.591,0.0668,6.8663
492.5,4.5,2.71,72.0254,7.4825,7.3247,101.0613,22.0252,2.5847,0.0661,6.8679
492,4.5,2.71,72.1103,7.4801,8.6623,100.8261,21.9586,2.5619,0.0482,6.8715
491.5,4.5,2.71,72.1953,7.4791,9.6334,102.6007,21.8094,2.5453,0.0453,6.8748
491,4.5,2.71,72.2804,7.4799,9.6857,103.7884,21.7907,2.5444,0.0577,6.8765
490.5,4.5,2.71,72.3654,7.4804,9.2338,104.0518,21.6424,2.5521,0.056,6.8772
490,4.5,2.71,72.4505,7.4819,8.2759,102.5085,21.2978,2.5685,0.054,6.8742
489.5,4.5,2.71,72.5355,7.4843,6.8496,101.3794,21.2055,2.5929,0.0923,6.8714
489,4.5,2.71,72.6206,7.4853,6.0344,100.5038,21.2796,2.6068,0.1717,6.8722
488.5,4.5,2.71,72.7057,7.4861,6.952,97.0618,21.3204,2.5911,0.202,6.8746
488,4.5,2.71,72.791,7.4889,8.9787,93.126,21.2018,2.5565,0.1335,6.8796
487.5,4.5,2.71,72.8764,7.4896,10.169,89.0127,20.716,2.5361,0.0603,6.8871
487,4.5,2.71,72.9618,7.4881,9.8661,84.1461,19.9545,2.5413,0.0512,6.8876
486.5,4.5,2.71,73.047,7.4872,9.0629,81.4938,19.2786,2.555,0.0581,6.8761
486,4.5,2.71,73.132,7.4863,8.4449,81.6654,18.7852,2.5656,0.0565,6.8669
485.5,4.5,2.71,73.217,7.4867,8.0662,85.6522,18.8682,2.5721,0.0615,6.8715
485,4.5,2.71,73.3032,7.5299,8.3323,92.014,19.5973,2.5675,0.0785,6.8827
484.5,4.5,2.71,73.3945,7.7642,10.6291,93.4274,20.3766,2.5282,0.1215,6.9204
484,4.5,2.71,73.4964,8.2085,16.2819,88.7765,21.5627,2.4316,0.1766,7.0197
483.5,4.5,2.71,73.6101,8.6947,23.7889,84.9428,22.6455,2.3032,0.184,7.1267
483,4.5,2.71,73.7304,8.9722,29.6054,82.0671,23.2823,2.2037,0.1785,7.1707
482.5,4.5,2.71,73.841,8.5706,32.7528,85.3136,23.5601,2.1499,0.1941,7.0971
482,4.5,2.71,73.9353,7.8754,34.1567,112.9184,23.4684,2.1259,0.146,6.9613
481.5,4.5,2.71,74.0217,7.526,32.4786,166.6716,22.8959,2.1546,0.0522,6.902
481,4.5,2.71,74.107,7.4682,26.5187,201.4922,21.4961,2.2565,0.0194,6.8965
480.5,4.5,2.71,74.1921,7.4653,18.9456,175.3061,19.2676,2.386,0.0331,6.8928
480,4.5,2.71,74.2768,7.4581,12.8604,115.5304,15.1018,2.4901,0.018,6.8832
479.5,4.5,2.71,74.3613,7.4499,8.2591,67.9264,9.1213,2.5688,-0.0007,6.8753
479,4.5,2.71,74.4456,7.4467,4.197,42.1042,4.1943,2.6382,0.0075,6.8729
478.5,4.5,2.71,74.5299,7.4457,0.7676,33.574,1.7814,2.6969,0.0284,6.8695
478,4.5,2.71,74.614,7.4454,-1.492,36.8701,0.7328,2.7355,0.043,6.8616
477.5,4.5,2.71,74.6979,7.4458,-2.2124,45.8899,0.6075,2.7478,0.0449,6.8517
477,4.5,2.71,74.7818,7.4456,-1.4958,58.2344,1.1988,2.7356,0.0324,6.8496
476.5,4.5,2.71,74.8657,7.4462,-0.1217,66.2963,1.1318,2.7121,0.0158,6.8534
476,4.5,2.71,74.9496,7.4463,0.8205,58.6823,0.5491,2.696,0.0132,6.8524
475.5,4.5,2.71,75.0335,7.4455,0.7836,42.3058,0.7012,2.6966,0.0242,6.85
475,4.5,2.71,75.1174,7.4451,0.2271,33.7453,2.1282,2.7061,0.0392,6.8505
474.5,4.5,2.71,75.2013,7.445,0.2325,36.2616,4.4215,2.706,0.047,6.8522
474,4.5,2.71,75.2851,7.4448,1.268,39.2889,5.8611,2.6883,0.0344,6.8506
473.5,4.5,2.71,75.3689,7.4442,2.2916,35.8411,6.3973,2.6708,0.0182,6.8495
473,4.5,2.71,75.4528,7.444,2.1425,31.4034,6.9883,2.6734,0.0225,6.8524
472.5,4.5,2.71,75.5367,7.4441,1.2168,30.3973,7.8346,2.6892,0.0382,6.8529
472,4.5,2.71,75.6206,7.4451,0.9071,29.937,8.1023,2.6945,0.0612,6.852
471.5,4.5,2.71,75.7052,7.457,3.2114,31.4109,8.5035,2.6551,0.0811,6.8736
471,4.5,2.71,75.7968,7.6186,11.3056,36.444,12.2151,2.5167,0.0961,7.0674
470.5,4.5,2.71,75.9189,8.5523,27.0421,46.5551,19.039,2.2476,0.1144,7.6035
470,4.5,2.71,76.0932,10.3547,46.0649,58.6128,24.6438,1.9223,0.1097,8.1292
469.5,4.5,2.71,76.2885,11.2998,59.8903,66.373,26.7833,1.6859,0.0952,8.1288
469,4.5,2.71,76.448,10.4502,63.6374,72.0881,26.5093,1.6218,0.0832,7.5343
468.5,4.5,2.71,76.5594,8.6858,57.8722,76.3606,25.0093,1.7204,0.0666,7.0355
468,4.5,2.71,76.6478,7.628,45.5783,80.1581,23.1783,1.9306,0.055,6.9036
467.5,4.5,2.71,76.7317,7.4007,31.1806,85.7348,21.6871,2.1768,0.0563,6.8921
467,4.5,2.71,76.8155,7.4011,19.6768,92.6723,20.7311,2.3735,0.0546,6.889
466.5,4.5,2.71,76.8994,7.4072,13.1441,95.9364,19.8502,2.4852,0.057,6.8873
466,4.5,2.71,76.9832,7.405,10.0575,91.9791,18.9685,2.538,0.0664,6.8842
465.5,4.5,2.71,77.0667,7.4032,8.2635,81.5309,17.6388,2.5687,0.0677,6.8737
465,4.5,2.71,77.15,7.4001,6.8173,69.8916,15.9272,2.5934,0.0703,6.8614
464.5,4.5,2.71,77.2331,7.3981,6.1502,61.6682,15.4394,2.6048,0.0664,6.8561
464,4.5,2.71,77.3162,7.4001,6.946,61.5327,16.5448,2.5912,0.0523,6.855
463.5,4.5,2.71,77.3993,7.4016,8.8041,63.802,17.7839,2.5594,0.0384,6.854
463,4.5,2.71,77.4824,7.3995,10.3772,63.9929,18.1555,2.5325,0.0247,6.8552
462.5,4.5,2.71,77.5655,7.396,10.5534,63.9976,18.0991,2.5295,0.023,6.8563
462,4.5,2.71,77.6485,7.3927,9.5791,65.6431,17.9345,2.5462,0.0438,6.8581
461.5,4.5,2.71,77.7315,7.3898,8.8869,64.8379,17.5755,2.558,0.0608,6.8594
461,4.5,2.71,77.8145,7.3872,9.2592,59.9228,17.0886,2.5517,0.0507,6.8589
460.5,4.5,2.71,77.8974,7.3859,9.9209,56.3809,16.632,2.5404,0.034,6.8594
460,4.5,2.71,77.9804,7.3849,10.0454,54.9036,16.4566,2.5382,0.0314,6.8598
459.5,4.5,2.71,78.0633,7.3842,9.7719,56.5135,16.6066,2.5429,0.0326,6.8588
459,4.5,2.71,78.1462,7.3852,9.4141,60.2955,17.0256,2.549,0.0377,6.8583
458.5,4.5,2.71,78.2291,7.3858,9.0652,60.8146,17.3979,2.555,0.0512,6.8584
458,4.5,2.71,78.312,7.3866,8.7649,63.3688,17.5266,2.5601,0.0559,6.8577
457.5,4.5,2.71,78.3949,7.3885,8.3306,68.3018,17.404,2.5675,0.0521,6.8539
457,4.5,2.71,78.4777,7.3895,7.8127,69.3245,17.1263,2.5764,0.0565,6.8487
456.5,4.5,2.71,78.5604,7.3886,7.7978,67.4216,16.3698,2.5767,0.049,6.8473
456,4.5,2.71,78.6431,7.3874,8.1433,60.5652,14.8831,2.5707,0.0287,6.8445
455.5,4.5,2.71,78.7256,7.386,7.7163,53.6014,13.6219,2.5781,0.0178,6.8404
455,4.5,2.71,78.8082,7.3832,6.1311,51.3954,13.5033,2.6052,0.0238,6.8421
454.5,4.5,2.71,78.8909,7.3815,4.5307,53.3286,14.0258,2.6325,0.0399,6.8539
454,4.5,2.71,78.974,7.3826,4.3254,60.6751,14.9723,2.636,0.0508,6.8705
453.5,4.5,2.71,79.0573,7.3859,5.603,70.1992,16.2169,2.6142,0.0467,6.8771
453,4.5,2.71,79.1405,7.3892,7.2949,80.9181,16.8627,2.5853,0.0475,6.8682
452.5,4.5,2.71,79.2235,7.3897,8.4806,85.6968,16.8827,2.565,0.0494,6.8607
452,4.5,2.71,79.3065,7.3883,8.8101,85.3929,17.1392,2.5593,0.0507,6.8602
451.5,4.5,2.71,79.3895,7.3876,8.5834,89.585,17.8529,2.5632,0.0605,6.86
451,4.5,2.71,79.4729,7.3947,8.4538,96.3359,19.3257,2.5654,0.0657,6.8726
450.5,4.5,2.71,79.5571,7.4153,8.5463,99.73,20.3995,2.5639,0.0733,6.8936
450,4.5,2.71,79.642,7.4436,8.5799,92.9536,19.5688,2.5633,0.0891,6.9061
449.5,4.5,2.71,79.7268,7.454,8.1646,76.1728,16.5476,2.5704,0.0861,6.8882
449,4.5,2.71,79.8111,7.449,6.6564,56.1242,11.6474,2.5962,0.0641,6.8648
448.5,4.5,2.71,79.895,7.4448,3.9856,38.3703,5.8139,2.6418,0.0492,6.8566
448,4.5,2.71,79.9789,7.4439,1.1366,26.9037,1.9647,2.6906,0.0466,6.8512
447.5,4.5,2.71,80.0627,7.4427,-0.778,25.0752,2.3601,2.7233,0.0539,6.848
447,4.5,2.71,80.1464,7.4426,-0.9081,35.2705,5.3183,2.7255,0.0702,6.8467
446.5,4.5,2.71,80.2301,7.4446,1.8294,63.5216,9.9004,2.6787,0.1,6.8419
446,4.5,2.71,80.3137,7.4466,8.1904,127.4123,16.1253,2.5699,0.1241,6.8362
445.5,4.5,2.71,80.3972,7.4465,16.6009,221.7898,21.5936,2.4261,0.1024,6.833
445,4.5,2.71,80.4808,7.4459,23.2005,281.1996,23.8414,2.3133,0.0561,6.8344
444.5,4.5,2.71,80.5645,7.4459,25.0685,259.0191,23.1735,2.2813,0.0225,6.8412
444,4.5,2.71,80.6484,7.4467,22.3279,188.3102,21.8569,2.3282,0.0098,6.8515
443.5,4.5,2.71,80.7325,7.4471,17.5098,131.5476,21.3821,2.4106,0.0262,6.8602
443,4.5,2.71,80.8167,7.4486,13.4633,108.739,21.6044,2.4798,0.043,6.8635
442.5,4.5,2.71,80.9009,7.4494,11.1576,101.7925,21.8504,2.5192,0.0474,6.8649
442,4.5,2.71,80.9852,7.4491,9.9992,97.0155,21.8969,2.539,0.0525,6.8663
441.5,4.5,2.71,81.0694,7.4488,9.5508,91.7053,21.9288,2.5467,0.0533,6.8669
441,4.5,2.71,81.1537,7.4484,9.6357,91.8498,21.5374,2.5452,0.0494,6.8674
440.5,4.5,2.71,81.238,7.4484,9.7895,97.3705,21.015,2.5426,0.0492,6.8682
440,4.5,2.71,81.3223,7.4497,9.6994,98.9056,21.3815,2.5441,0.0535,6.8689
439.5,4.5,2.71,81.4066,7.45,9.5592,93.0844,21.8143,2.5465,0.0498,6.8681
439,4.5,2.71,81.4909,7.4493,9.4237,88.0771,21.213,2.5489,0.0452,6.8672
438.5,4.5,2.71,81.5752,7.4485,9.1355,89.0932,20.4991,2.5538,0.0503,6.8685
438,4.5,2.71,81.6595,7.448,8.8874,90.5188,20.4497,2.558,0.0528,6.8704
437.5,4.5,2.71,81.7439,7.448,8.889,90.6676,20.473,2.558,0.0446,6.8704
437,4.5,2.71,81.8282,7.4486,8.8096,92.1734,20.2462,2.5594,0.0344,6.8708
436.5,4.5,2.71,81.9126,7.4482,8.4622,96.8915,20.2352,2.5653,0.0444,6.8721
436,4.5,2.71,81.9969,7.4473,8.4199,100.1105,20.5071,2.566,0.0503,6.8732
435.5,4.5,2.71,82.0813,7.4463,8.8508,97.0082,20.6751,2.5587,0.0412,6.8754
435,4.5,2.71,82.1658,7.4468,8.958,89.7433,20.5351,2.5568,0.0415,6.8776
434.5,4.5,2.71,82.2502,7.4474,8.2981,84.5733,20.4109,2.5681,0.0574,6.8774
434,4.5,2.71,82.3347,7.4471,7.5712,83.4261,20.1758,2.5805,0.0716,6.8772
433.5,4.5,2.71,82.4191,7.4474,7.7131,84.6227,19.665,2.5781,0.0624,6.8786
433,4.5,2.71,82.5037,7.4482,8.6399,84.2539,19.0358,2.5623,0.0416,6.8801
432.5,4.5,2.71,82.5882,7.4493,9.4261,82.0429,18.6525,2.5488,0.0323,6.8803
432,4.5,2.71,82.6727,7.449,9.5102,83.2248,18.552,2.5474,0.0379,6.8795
431.5,4.5,2.71,82.7573,7.4483,9.1479,83.3553,18.8862,2.5536,0.05,6.8797
431,4.5,2.71,82.8419,7.4498,8.8694,79.8589,19.3866,2.5583,0.0567,6.8828
430.5,4.5,2.71,82.9265,7.451,8.8929,79.9107,19.797,2.5579,0.0507,6.8836
430,4.5,2.71,83.0111,7.4505,8.9078,83.7843,20.1725,2.5577,0.0392,6.8821
429.5,4.5,2.71,83.0957,7.4498,8.5608,89.5227,20.5282,2.5636,0.0373,6.881
429,4.5,2.71,83.1803,7.4503,8.1819,93.1241,20.6752,2.5701,0.0482,6.8807
428.5,4.5,2.71,83.2649,7.4505,8.238,91.4384,20.413,2.5691,0.0564,6.8814
428,4.5,2.71,83.3494,7.4496,8.4317,92.1615,20.0462,2.5658,0.058,6.8811
427.5,4.5,2.71,83.434,7.4494,8.304,94.6252,19.757,2.568,0.0627,6.8798
427,4.5,2.71,83.5185,7.449,8.0504,94.6123,19.3797,2.5723,0.0664,6.8804
426.5,4.5,2.71,83.6031,7.4487,8.0524,94.8824,19.0951,2.5723,0.0627,6.8833
426,4.5,2.71,83.6877,7.4492,8.3176,94.0218,19.0329,2.5678,0.0514,6.884
425.5,4.5,2.71,83.7723,7.4482,8.5669,89.5096,19.309,2.5635,0.0323,6.8824
425,4.5,2.71,83.8568,7.4461,8.4858,89.1775,19.706,2.5649,0.0305,6.8817
424.5,4.5,2.71,83.9413,7.4452,8.1505,90.7984,20.2114,2.5706,0.0466,6.8827
424,4.5,2.71,84.0259,7.4464,8.047,88.453,20.0971,2.5724,0.052,6.8809
423.5,4.5,2.71,84.1103,7.4485,8.5584,87.2778,19.6095,2.5637,0.0431,6.8771
423,4.5,2.71,84.1948,7.4486,9.5198,88.5715,19.5484,2.5472,0.0277,6.8751
422.5,4.5,2.71,84.2791,7.4481,10.204,86.6823,19.7313,2.5355,0.0183,6.8729
422,4.5,2.71,84.3635,7.4486,10.1542,82.0796,19.7636,2.5364,0.0224,6.8701
421.5,4.5,2.71,84.4478,7.4484,9.7423,81.4303,19.7084,2.5434,0.0329,6.8695
421,4.5,2.71,84.5321,7.4482,9.5023,85.8606,19.5237,2.5475,0.0388,6.8688
420.5,4.5,2.71,84.6163,7.4485,9.4542,90.3252,19.0901,2.5483,0.0371,6.8676
420,4.5,2.71,84.7006,7.4491,9.2186,91.3582,18.8948,2.5524,0.0385,6.8673
419.5,4.5,2.71,84.7849,7.4483,8.4414,87.2771,18.9185,2.5657,0.0489,6.8672
419,4.5,2.71,84.8691,7.4481,7.3073,81.3271,18.873,2.585,0.0633,6.8669
418.5,4.5,2.71,84.9534,7.4484,6.7452,82.4028,19.1963,2.5947,0.0652,6.8677
418,4.5,2.71,85.0377,7.4469,7.3475,86.1832,19.4334,2.5844,0.0527,6.8687
417.5,4.5,2.71,85.1219,7.4465,8.4847,83.2773,19.1932,2.5649,0.0414,6.8691
417,4.5,2.71,85.2062,7.4479,9.2247,77.5008,19.1378,2.5523,0.0328,6.8686
416.5,4.5,2.71,85.2905,7.4488,9.2734,75.9781,19.0099,2.5514,0.0374,6.867
416,4.5,2.71,85.3747,7.4492,8.8076,79.4342,18.4867,2.5594,0.0422,6.8653
415.5,4.5,2.71,85.459,7.449,8.1345,80.0541,17.7847,2.5709,0.0434,6.8647
415,4.5,2.71,85.5432,7.4482,7.8127,75.3921,17.3011,2.5764,0.0424,6.8656
414.5,4.5,2.71,85.6275,7.4471,8.3414,73.6098,17.7388,2.5674,0.0342,6.8679
414,4.5,2.71,85.7117,7.4454,9.4112,75.9336,18.7592,2.5491,0.0265,6.8707
413.5,4.5,2.71,85.7961,7.4444,10.1676,76.0491,19.3047,2.5361,0.0278,6.8739
413,4.5,2.71,85.8804,7.4453,10.277,72.1429,19.4576,2.5343,0.0352,6.8754
412.5,4.5,2.71,85.9648,7.4475,10.1282,71.6475,19.6462,2.5368,0.0352,6.8745
412,4.5,2.71,86.0492,7.4486,10.0097,76.4972,19.262,2.5388,0.03,6.8721
411.5,4.5,2.71,86.1335,7.4488,9.7631,80.6101,18.4804,2.5431,0.0268,6.868
411,4.5,2.71,86.2177,7.4488,9.15,78.9942,18.1961,2.5535,0.0262,6.8626
410.5,4.5,2.71,86.3018,7.4494,8.3006,75.0382,17.9321,2.5681,0.0404,6.8581
410,4.5,2.71,86.3858,7.4484,7.8577,75.4916,17.3854,2.5756,0.0517,6.8568
409.5,4.5,2.71,86.4699,7.4471,8.0284,78.3574,17.2338,2.5727,0.0459,6.8583
409,4.5,2.71,86.554,7.4479,8.1485,81.656,17.2856,2.5707,0.0404,6.8582
408.5,4.5,2.71,86.638,7.4498,7.7559,83.1426,16.9937,2.5774,0.0452,6.8553
408,4.5,2.71,86.7221,7.4503,7.0846,78.9737,16.4976,2.5889,0.0531,6.8546
407.5,4.5,2.71,86.8061,7.4502,6.727,71.7736,16.0128,2.595,0.0515,6.8552
407,4.5,2.71,86.8901,7.4495,7.0305,65.7606,14.7829,2.5898,0.0366,6.8526
406.5,4.5,2.71,86.974,7.4488,7.5708,61.377,13.3632,2.5805,0.0233,6.8498
406,4.5,2.71,87.058,7.4493,7.6057,59.3881,12.7414,2.5799,0.0225,6.8518
405.5,4.5,2.71,87.142,7.4495,6.8124,57.6717,12.6695,2.5935,0.0268,6.8545
405,4.5,2.71,87.2261,7.447,5.5475,55.7125,12.8362,2.6151,0.0341,6.857
404.5,4.5,2.71,87.3102,7.4445,4.8149,58.7953,13.3709,2.6277,0.053,6.8667
404,4.5,2.71,87.3949,7.4512,5.4705,69.4841,15.4222,2.6165,0.0744,6.8828
403.5,4.5,2.71,87.4809,7.5119,7.3403,83.5517,18.8072,2.5845,0.088,6.8939
403,4.5,2.71,87.5711,7.7292,9.8885,93.4362,21.2288,2.5409,0.1272,6.9006
