DEPTH,CASEOD,MATRXDEN,ABHV,DCAL,DPOR,GR,NPOR,RHOB,RHOC,SCAL
818.5,4.5,2.71,17.5898,7.3386,9.4489,96.3012,21.1135,2.5484,0.0181,7.4835
818,4.5,2.71,17.6839,7.3368,9.2703,93.7743,20.7627,2.5515,0.0223,7.466
817.5,4.5,2.71,17.7776,7.336,9.6839,95.8365,20.1854,2.5444,0.0238,7.4422
817,4.5,2.71,17.8705,7.3357,10.2105,96.0091,20.3458,2.5354,0.0176,7.4057
816.5,4.5,2.71,17.9625,7.3363,10.3249,95.0478,20.9429,2.5334,0.0088,7.3584
816,4.5,2.71,18.0536,7.337,9.7343,100.8368,21.0728,2.5435,0.0056,7.3116
815.5,4.5,2.71,18.1439,7.3367,8.394,106.8362,21.0342,2.5665,0.0188,7.2751
815,4.5,2.71,18.2339,7.3366,6.8596,105.7366,21.0445,2.5927,0.0396,7.2557
814.5,4.5,2.71,18.3235,7.3377,6.1709,101.5001,20.8557,2.6045,0.0459,7.2407
814,4.5,2.71,18.4127,7.3388,6.9008,99.0079,20.3758,2.592,0.0423,7.2167
813.5,4.5,2.71,18.5012,7.3392,8.7231,95.4247,19.708,2.5608,0.0414,7.1805
813,4.5,2.71,18.5886,7.3378,10.7502,89.4623,19.0553,2.5262,0.046,7.1254
812.5,4.5,2.71,18.6745,7.3349,12.0981,85.4254,18.8721,2.5031,0.0441,7.0555
812,4.5,2.71,18.759,7.3334,12.2863,84.6981,18.991,2.4999,0.0368,6.9851
811.5,4.5,2.71,18.8423,7.3328,11.3985,80.1903,18.965,2.5151,0.0348,6.9307
811,4.5,2.71,18.9251,7.3328,9.9983,72.3777,18.7885,2.539,0.0425,6.8993
810.5,4.5,2.71,19.0073,7.3329,8.8637,68.7731,18.8096,2.5584,0.0535,6.8717
810,4.5,2.71,19.0889,7.3326,8.8025,66.4659,19.2731,2.5595,0.0667,6.8428
809.5,4.5,2.71,19.1702,7.332,10.3293,60.3942,19.8097,2.5334,0.0846,6.8279
809,4.5,2.71,19.2515,7.3318,13.0294,53.8461,19.8974,2.4872,0.0869,6.8285
808.5,4.5,2.71,19.3329,7.3335,15.5313,51.2919,19.8324,2.4444,0.072,6.8307
808,4.5,2.71,19.4142,7.335,16.8591,52.7644,19.8863,2.4217,0.0608,6.8293
807.5,4.5,2.71,19.4956,7.3348,17.2389,55.6447,19.9243,2.4152,0.0556,6.8278
807,4.5,2.71,19.5769,7.3339,17.1837,56.9796,19.9364,2.4162,0.0527,6.8274
806.5,4.5,2.71,19.6583,7.3338,16.7908,58.0214,20.0838,2.4229,0.0468,6.828
806,4.5,2.71,19.7397,7.3356,16.1381,60.4633,20.0513,2.434,0.0453,6.8295
805.5,4.5,2.71,19.8211,7.336,15.7243,60.4684,19.7798,2.4411,0.0496,6.8311
805,4.5,2.71,19.9025,7.3357,15.8769,59.4595,19.188,2.4385,0.043,6.8312
804.5,4.5,2.71,19.984,7.3364,16.1742,60.147,18.5873,2.4334,0.0384,6.8301
804,4.5,2.71,20.0653,7.3361,16.1074,60.9745,18.9264,2.4346,0.039,6.8287
803.5,4.5,2.71,20.1467,7.3353,15.5351,62.479,19.6018,2.4443,0.032,6.8273
803,4.5,2.71,20.228,7.3351,14.6594,64.0823,19.7289,2.4593,0.0357,6.8269
802.5,4.5,2.71,20.3094,7.335,13.9756,65.7657,19.7053,2.471,0.0423,6.8269
802,4.5,2.71,20.3907,7.3343,13.3661,69.8881,19.6917,2.4814,0.0288,6.8266
801.5,4.5,2.71,20.472,7.3332,12.0808,74.8639,18.974,2.5034,0.0252,6.8268
801,4.5,2.71,20.5534,7.3333,10.3083,72.75,18.0104,2.5337,0.0371,6.831
800.5,4.5,2.71,20.6355,7.3335,8.9057,67.0192,17.9246,2.5577,0.045,6.8662
800,4.5,2.71,20.7205,7.3368,7.9434,71.3456,19.2545,2.5742,0.0624,7.0081
799.5,4.5,2.71,20.8089,7.3625,7.5263,86.3585,21.5351,2.5813,0.1065,7.1569
799,4.5,2.71,20.8985,7.427,8.8483,103.3887,23.5447,2.5587,0.1745,7.1462
798.5,4.5,2.71,20.9889,7.5032,12.4937,114.0739,24.6547,2.4964,0.2109,7.1208
798,4.5,2.71,21.0791,7.5556,16.9932,122.1617,25.0273,2.4194,0.1963,7.0561
797.5,4.5,2.71,21.1667,7.5491,20.8782,134.1041,25.0272,2.353,0.1818,6.939
797,4.5,2.71,21.2527,7.5158,23.5694,143.9271,24.7717,2.307,0.1238,6.8897
796.5,4.5,2.71,21.3385,7.5041,23.4496,144.9754,24.0744,2.309,0.0372,6.8887
796,4.5,2.71,21.4242,7.5041,19.5584,137.8236,23.4203,2.3756,0.0095,6.8894
795.5,4.5,2.71,21.5099,7.5049,14.2229,132.5682,23.2309,2.4668,0.0261,6.8842
795,4.5,2.71,21.5955,7.5041,10.4224,129.3969,23.0973,2.5318,0.0299,6.8795
794.5,4.5,2.71,21.681,7.5027,8.7153,119.4227,22.7563,2.561,0.0217,6.8808
794,4.5,2.71,21.7666,7.5024,8.052,109.6475,22.0647,2.5723,0.0272,6.8827
793.5,4.5,2.71,21.8522,7.5025,7.6096,106.7121,21.3077,2.5799,0.0372,6.883
793,4.5,2.71,21.9378,7.5015,7.063,103.9005,20.9922,2.5892,0.0431,6.8835
792.5,4.5,2.71,22.0234,7.4994,6.376,102.07,20.836,2.601,0.0524,6.8845
792,4.5,2.71,22.109,7.4978,6.0567,103.5792,20.5663,2.6064,0.0613,6.8853
791.5,4.5,2.71,22.1945,7.4962,6.658,104.0019,19.9345,2.5961,0.0567,6.8841
791,4.5,2.71,22.2798,7.4946,7.8698,101.0138,19.2577,2.5754,0.0426,6.8798
790.5,4.5,2.71,22.365,7.4934,8.6767,96.0892,19.167,2.5616,0.0285,6.8709
790,4.5,2.71,22.45,7.4923,8.1843,91.9899,19.418,2.57,0.0224,6.8635
789.5,4.5,2.71,22.5351,7.4921,6.2961,90.933,19.3126,2.6023,0.0333,6.8677
789,4.5,2.71,22.6204,7.4919,3.84,93.008,19.1871,2.6443,0.0483,6.8766
788.5,4.5,2.71,22.7058,7.4926,1.8135,94.791,19.8171,2.679,0.0508,6.8797
788,4.5,2.71,22.7911,7.4932,0.3965,99.0847,20.5684,2.7032,0.0196,6.8786
787.5,4.5,2.71,22.8764,7.4927,-1.1135,105.3091,20.8108,2.729,-0.0164,6.879
787,4.5,2.71,22.9618,7.4923,-2.8812,107.3866,20.5924,2.7593,0.0065,6.881
786.5,4.5,2.71,23.0473,7.4929,-3.7844,107.5878,20.123,2.7747,0.0482,6.8845
786,4.5,2.71,23.1328,7.4934,-3.3339,112.5436,19.9705,2.767,0.0536,6.8897
785.5,4.5,2.71,23.2185,7.4931,-2.5032,120.9329,20.3733,2.7528,0.0564,6.8941
785,4.5,2.71,23.3044,7.4959,-1.5874,123.7522,20.9101,2.7371,0.0845,6.9057
784.5,4.5,2.71,23.391,7.5003,0.229,120.3294,21.3865,2.7061,0.1033,6.9336
784,4.5,2.71,23.4778,7.5002,2.9546,118.6915,21.6348,2.6595,0.0963,6.945
783.5,4.5,2.71,23.5642,7.4983,5.7966,112.6024,21.8671,2.6109,0.0811,6.9238
783,4.5,2.71,23.65,7.4957,8.657,103.7949,22.4876,2.562,0.0627,6.8991
782.5,4.5,2.71,23.7355,7.4936,12.1074,103.4868,23.1035,2.503,0.0385,6.8858
782,4.5,2.71,23.8209,7.4912,15.8898,114.968,23.3095,2.4383,0.0163,6.8815
781.5,4.5,2.71,23.9061,7.4882,18.3293,128.8897,23.0225,2.3966,0.0019,6.8803
781,4.5,2.71,23.9914,7.4871,17.8535,128.1848,22.9167,2.4047,-0.0064,6.8807
780.5,4.5,2.71,24.0767,7.488,14.7002,116.9748,22.7755,2.4586,0.0045,6.8815
780,4.5,2.71,24.162,7.4895,10.7997,111.8376,22.2873,2.5253,0.0348,6.8796
779.5,4.5,2.71,24.2473,7.4898,8.1959,111.1101,22.1321,2.5698,0.048,6.8786
779,4.5,2.71,24.3325,7.4886,7.4112,108.863,22.1558,2.5833,0.0391,6.8794
778.5,4.5,2.71,24.4178,7.4879,7.5438,106.705,21.819,2.581,0.0346,6.8796
778,4.5,2.71,24.5031,7.4885,7.7677,104.4598,21.3267,2.5772,0.0313,6.881
777.5,4.5,2.71,24.5885,7.4883,7.7873,101.1212,21.0987,2.5768,0.0268,6.8852
777,4.5,2.71,24.6739,7.4884,7.5185,99.6025,20.9371,2.5814,0.035,6.8878
776.5,4.5,2.71,24.7593,7.4887,7.1929,98.4085,20.5457,2.587,0.0482,6.8849
776,4.5,2.71,24.8446,7.4881,7.2872,93.5827,20.3153,2.5854,0.0425,6.8822
775.5,4.5,2.71,24.9299,7.4878,7.8854,90.3188,20.1612,2.5752,0.0245,6.8816
775,4.5,2.71,25.0152,7.4876,8.4649,93.3993,19.7166,2.5653,0.018,6.8832
774.5,4.5,2.71,25.1007,7.487,8.6341,97.7659,19.3606,2.5624,0.0202,6.8888
774,4.5,2.71,25.1862,7.4866,8.8825,99.7534,19.4977,2.5581,0.0271,6.8935
773.5,4.5,2.71,25.2717,7.4871,10.8577,104.508,20.063,2.5243,0.0365,6.8917
773,4.5,2.71,25.3571,7.4885,16.1595,116.5807,21.2475,2.4337,0.0368,6.8861
772.5,4.5,2.71,25.4424,7.4886,23.3802,140.4735,22.5907,2.3102,0.0275,6.8822
772,4.5,2.71,25.5277,7.489,27.9787,164.01,23.1114,2.2316,0.0081,6.8836
771.5,4.5,2.71,25.6133,7.4914,26.8028,158.215,23.0085,2.2517,0.01,6.8902
771,4.5,2.71,25.6989,7.4926,21.5439,134.8905,22.7914,2.3416,0.0577,6.895
770.5,4.5,2.71,25.7846,7.4926,16.3755,123.988,22.807,2.43,0.08,6.8955
770,4.5,2.71,25.8702,7.492,13.0434,119.7534,22.6902,2.487,0.0513,6.8938
769.5,4.5,2.71,25.9558,7.4903,10.5828,111.577,21.9039,2.529,0.0273,6.891
769,4.5,2.71,26.0412,7.4897,8.3462,103.1231,21.0709,2.5673,0.0334,6.8864
768.5,4.5,2.71,26.1265,7.4886,6.7058,98.8393,20.7677,2.5953,0.0487,6.8822
768,4.5,2.71,26.2118,7.4858,6.0727,100.6442,20.7552,2.6062,0.0561,6.8822
767.5,4.5,2.71,26.2971,7.4856,6.4469,106.0646,21.1926,2.5998,0.055,6.8849
767,4.5,2.71,26.3825,7.4865,7.285,107.974,21.8063,2.5854,0.045,6.8882
766.5,4.5,2.71,26.468,7.4871,7.9271,107.4868,22.1678,2.5744,0.0265,6.8879
766,4.5,2.71,26.5534,7.4871,8.2027,107.4777,21.919,2.5697,0.01,6.8876
765.5,4.5,2.71,26.6388,7.487,8.2144,105.6772,21.3656,2.5695,0.0133,6.8871
765,4.5,2.71,26.7241,7.4879,7.9049,104.0826,21.0684,2.5748,0.0267,6.8855
764.5,4.5,2.71,26.8094,7.4876,7.3636,102.8122,20.7427,2.5841,0.0511,6.8822
764,4.5,2.71,26.8947,7.4869,7.1079,101.3895,20.2779,2.5885,0.0609,6.8799
763.5,4.5,2.71,26.98,7.4877,6.8267,100.6579,20.1774,2.5933,0.0418,6.8812
763,4.5,2.71,27.0652,7.4873,5.1124,98.3655,20.0749,2.6226,0.0431,6.8803
762.5,4.5,2.71,27.1504,7.484,1.9045,99.1024,20.0514,2.6774,0.0786,6.8771
762,4.5,2.71,27.2355,7.4825,-0.6021,103.8675,20.3485,2.7203,0.0932,6.8765
761.5,4.5,2.71,27.3206,7.4828,-0.545,102.23,20.9334,2.7193,0.0647,6.8773
761,4.5,2.71,27.4057,7.4822,1.6213,96.3728,21.1984,2.6823,0.0444,6.8789
760.5,4.5,2.71,27.4909,7.4814,4.2456,92.7088,20.6805,2.6374,0.0392,6.8818
760,4.5,2.71,27.5761,7.4816,5.9705,87.4423,20.2865,2.6079,0.0254,6.8809
759.5,4.5,2.71,27.6612,7.4818,6.4024,84.256,20.3088,2.6005,0.0266,6.8767
759,4.5,2.71,27.7462,7.482,6.3479,85.1952,20.117,2.6015,0.0329,6.8752
758.5,4.5,2.71,27.8313,7.4823,6.5667,85.4019,19.833,2.5977,0.0334,6.8782
758,4.5,2.71,27.9166,7.4836,6.9326,86.6942,19.7981,2.5915,0.0358,6.8826
757.5,4.5,2.71,28.0019,7.4844,6.9372,90.652,19.9091,2.5914,0.0308,6.8856
757,4.5,2.71,28.0872,7.4851,6.0753,98.4948,20.1445,2.6061,0.0324,6.8862
756.5,4.5,2.71,28.1725,7.4853,4.4751,103.6753,20.3394,2.6335,0.0524,6.8837
756,4.5,2.71,28.2577,7.4847,3.1864,105.344,20.1181,2.6555,0.0678,6.8805
755.5,4.5,2.71,28.3431,7.4886,3.2406,105.4984,19.902,2.6546,0.0635,6.8818
755,4.5,2.71,28.4296,7.5286,5.2985,104.0321,20.2014,2.6194,0.0762,6.9063
754.5,4.5,2.71,28.5199,7.6435,10.6629,104.4334,21.2375,2.5277,0.147,6.9791
754,4.5,2.71,28.6132,7.7571,20.1162,100.9955,22.752,2.366,0.2343,7.0236
753.5,4.5,2.71,28.706,7.7839,31.4961,96.7038,24.0139,2.1714,0.2589,6.9725
753,4.5,2.71,28.7958,7.6853,41.5547,110.4564,24.8682,1.9994,0.2115,6.9194
752.5,4.5,2.71,28.8825,7.5398,48.5651,162.4196,25.4267,1.8795,0.1118,6.9003
752,4.5,2.71,28.9678,7.4749,50.828,245.5374,25.4853,1.8408,-0.0014,6.8956
751.5,4.5,2.71,29.053,7.464,46.6145,304.8136,24.9753,1.9129,-0.0555,6.8959
751,4.5,2.71,29.1381,7.4633,37.6194,293.5786,23.908,2.0667,-0.0278,6.8967
750.5,4.5,2.71,29.2233,7.4636,28.0974,228.2511,22.1617,2.2295,-0.0038,6.897
750,4.5,2.71,29.3084,7.4638,20.1312,164.8843,20.0963,2.3658,0.005,6.8976
749.5,4.5,2.71,29.3936,7.4648,13.4035,120.7582,17.8625,2.4808,0.0347,6.8979
749,4.5,2.71,29.4789,7.4655,7.7578,86.9011,15.5581,2.5773,0.0488,6.9005
748.5,4.5,2.71,29.5643,7.4657,4.0468,72.3125,15.2171,2.6408,0.0519,6.9068
748,4.5,2.71,29.6498,7.4669,3.3165,76.4889,17.5707,2.6533,0.0535,6.9116
747.5,4.5,2.71,29.7354,7.469,4.7957,83.8515,19.9801,2.628,0.0475,6.9135
747,4.5,2.71,29.8209,7.4596,6.2156,89.5214,20.934,2.6037,0.0571,6.9159
746.5,4.5,2.71,29.9052,7.3942,6.8428,93.7819,20.8175,2.593,0.0844,6.9196
746,4.5,2.71,29.9874,7.2831,7.7305,92.4127,20.5128,2.5778,0.0951,6.9212
745.5,4.5,2.71,30.0685,7.2228,9.1345,89.5265,20.522,2.5538,0.0804,6.9188
745,4.5,2.71,30.1492,7.2114,10.1483,91.4189,20.4927,2.5365,0.0639,6.9138
744.5,4.5,2.71,30.2299,7.2098,10.4779,96.3262,20.3493,2.5308,0.0642,6.9099
744,4.5,2.71,30.3105,7.2086,10.6825,101.8995,20.5103,2.5273,0.0711,6.9105
743.5,4.5,2.71,30.3912,7.2072,10.891,103.4576,20.7542,2.5238,0.0709,6.9141
743,4.5,2.71,30.4719,7.2062,10.7208,101.7809,20.837,2.5267,0.0705,6.9185
742.5,4.5,2.71,30.5528,7.2061,10.1043,99.5708,20.7392,2.5372,0.0724,6.9264
742,4.5,2.71,30.6339,7.2046,9.2177,98.8586,20.7448,2.5524,0.0796,6.9369
741.5,4.5,2.71,30.7148,7.1907,8.3272,101.6891,21.0253,2.5676,0.1033,6.9415
741,4.5,2.71,30.7949,7.1442,7.7917,105.4507,20.9553,2.5768,0.1353,6.9472
740.5,4.5,2.71,30.8736,7.0415,7.626,105.4876,20.4874,2.5796,0.1638,6.9732
740,4.5,2.71,30.9498,6.8783,7.7354,106.9764,20.1637,2.5777,0.2016,7.0078
739.5,4.5,2.71,31.023,6.711,8.5299,109.3265,20.4419,2.5641,0.2334,7.019
739,4.5,2.71,31.0944,6.6252,10.1877,110.8772,20.9402,2.5358,0.2306,7.0051
738.5,4.5,2.71,31.165,6.6045,11.6591,109.7635,21.1326,2.5106,0.1854,6.9901
738,4.5,2.71,31.2351,6.6008,11.4672,106.7875,21.0812,2.5139,0.1421,6.9613
737.5,4.5,2.71,31.3047,6.6002,9.7632,104.3309,21.0891,2.5431,0.1464,6.9327
737,4.5,2.71,31.374,6.5926,8.3689,99.2624,21.0528,2.5669,0.1733,6.926
736.5,4.5,2.71,31.4426,6.5561,8.1647,92.6978,20.8536,2.5704,0.1896,6.9287
736,4.5,2.71,31.51,6.4717,8.2338,83.8111,20.3171,2.5692,0.2062,6.9471
735.5,4.5,2.71,31.576,6.3839,7.9984,71.9355,19.2971,2.5732,0.2324,6.9596
735,4.5,2.71,31.6409,6.3434,9.0791,65.4929,18.7033,2.5547,0.2668,6.947
734.5,4.5,2.71,31.7111,6.4555,15.0116,65.6337,19.757,2.4533,0.2745,7.126
734,4.5,2.71,31.8041,6.9579,27.8922,67.0777,22.296,2.233,0.2334,7.8081
733.5,4.5,2.71,31.9217,7.6429,44.3232,68.5132,24.6121,1.9521,0.1709,8.2932
733,4.5,2.71,32.0385,7.9964,56.864,70.8612,25.5036,1.7376,0.1225,7.8903
732.5,4.5,2.71,32.1356,7.7306,60.837,69.8618,25.6699,1.6697,0.116,7.2222
732,4.5,2.71,32.2138,7.1327,58.9824,61.4525,26.0102,1.7014,0.1339,6.8604
731.5,4.5,2.71,32.2849,6.8302,57.3353,54.4634,26.0504,1.7296,0.0931,6.78
731,4.5,2.71,32.3561,6.8379,55.8623,56.4441,25.1124,1.7548,-0.0025,6.7809
730.5,4.5,2.71,32.4289,6.9183,49.054,68.8079,23.4743,1.8712,-0.0502,6.7875
730,4.5,2.71,32.5027,6.9647,36.5649,79.595,22.1333,2.0847,-0.0057,6.7894
729.5,4.5,2.71,32.5767,6.9826,25.2372,78.9528,21.6125,2.2784,0.0449,6.7897
729,4.5,2.71,32.6509,6.9859,19.7436,75.0576,21.2978,2.3724,0.0533,6.7935
728.5,4.5,2.71,32.7252,6.9854,18.523,69.6332,21.1485,2.3933,0.0534,6.7974
728,4.5,2.71,32.7994,6.9823,18.5265,64.6543,21.1688,2.3932,0.0429,6.7978
727.5,4.5,2.71,32.8735,6.9803,18.1753,66.7937,20.963,2.3992,0.0262,6.7954
727,4.5,2.71,32.9476,6.9811,17.0518,71.4411,20.8007,2.4184,0.0204,6.7918
726.5,4.5,2.71,33.0217,6.9833,15.8173,74.031,20.6098,2.4395,0.0307,6.7913
726,4.5,2.71,33.0959,6.9853,15.5517,74.1522,20.2131,2.4441,0.0393,6.7925
725.5,4.5,2.71,33.1701,6.9866,16.1902,69.7676,20.1221,2.4331,0.03,6.7911
725,4.5,2.71,33.2442,6.9881,16.729,62.2894,20.1833,2.4239,0.0285,6.7903
724.5,4.5,2.71,33.3185,6.9896,16.9155,55.5641,19.7448,2.4207,0.037,6.7927
724,4.5,2.71,33.3929,6.9911,17.1969,49.8246,19.1592,2.4159,0.0338,6.7974
723.5,4.5,2.71,33.4674,6.9969,17.5337,45.7669,19.0116,2.4102,0.0325,6.8011
723,4.5,2.71,33.5421,7.0045,17.6585,45.425,19.2972,2.408,0.0402,6.8008
722.5,4.5,2.71,33.6167,7.0062,17.6672,49.5764,19.7615,2.4079,0.0468,6.7935
722,4.5,2.71,33.6909,7.004,17.5881,58.7393,20.3398,2.4092,0.0442,6.7781
721.5,4.5,2.71,33.7649,7.0019,17.0915,70.6802,21.0187,2.4177,0.0382,6.7686
721,4.5,2.71,33.8391,7.0004,16.0747,79.7564,21.2524,2.4351,0.0392,6.7785
720.5,4.5,2.71,33.9136,7.0003,15.2145,82.9383,20.9268,2.4498,0.0413,6.7964
720,4.5,2.71,33.9883,7.0008,15.1984,80.3752,20.9259,2.4501,0.0385,6.804
719.5,4.5,2.71,34.063,7.0016,15.8729,73.0862,21.1909,2.4386,0.0416,6.806
719,4.5,2.71,34.1379,7.003,16.8698,65.34,20.7731,2.4215,0.0419,6.8111
718.5,4.5,2.71,34.2129,7.0047,17.8563,62.0185,20.0692,2.4047,0.0306,6.8164
718,4.5,2.71,34.2879,7.0066,18.2207,61.3636,19.8958,2.3984,0.0293,6.8159
717.5,4.5,2.71,34.3628,7.0072,17.9174,60.4595,19.8091,2.4036,0.0467,6.8085
717,4.5,2.71,34.4375,7.0069,17.6918,62.3956,20.0202,2.4075,0.0537,6.8031
716.5,4.5,2.71,34.5123,7.0063,17.7725,67.2781,20.6829,2.4061,0.0424,6.8017
716,4.5,2.71,34.587,7.007,17.6636,71.782,20.9287,2.408,0.0413,6.8019
715.5,4.5,2.71,34.6618,7.0068,17.0628,72.8808,20.9319,2.4182,0.0449,6.8024
715,4.5,2.71,34.7365,7.0049,16.0446,72.5646,21.2256,2.4356,0.0477,6.8022
714.5,4.5,2.71,34.8112,7.0047,15.0834,75.8572,21.1212,2.4521,0.0558,6.8014
714,4.5,2.71,34.8859,7.0066,14.929,79.658,20.5968,2.4547,0.0556,6.8006
713.5,4.5,2.71,34.9607,7.0073,15.7562,81.4401,20.4299,2.4406,0.0408,6.801
713,4.5,2.71,35.0354,7.0064,16.7172,81.5426,20.6924,2.4241,0.0209,6.8009
712.5,4.5,2.71,35.1101,7.0062,16.764,80.8065,20.8861,2.4233,0.0159,6.7996
712,4.5,2.71,35.1847,7.0058,15.9004,79.8053,20.7943,2.4381,0.0277,6.7985
711.5,4.5,2.71,35.2594,7.0052,15.104,81.3919,20.8291,2.4517,0.027,6.7984
711,4.5,2.71,35.3341,7.0048,14.9691,86.6402,21.1995,2.454,0.0098,6.7988
710.5,4.5,2.71,35.4087,7.0033,15.1089,91.4848,21.4342,2.4516,0.0004,6.7987
710,4.5,2.71,35.4833,7.0012,14.9635,91.4269,21.142,2.4541,0.0175,6.7992
709.5,4.5,2.71,35.5579,7.0004,14.7106,84.0933,20.4986,2.4584,0.0438,6.8
709,4.5,2.71,35.6325,7.0015,14.9431,75.2174,20.1586,2.4545,0.0523,6.8002
708.5,4.5,2.71,35.7071,7.0032,15.7056,67.4165,20.4302,2.4414,0.0453,6.8004
708,4.5,2.71,35.7818,7.0042,16.532,63.1131,20.7482,2.4273,0.0403,6.8004
707.5,4.5,2.71,35.8565,7.0039,17.1866,65.5177,20.6533,2.4161,0.0329,6.8004
707,4.5,2.71,35.9311,7.0034,17.6707,71.2949,20.3199,2.4078,0.025,6.8005
706.5,4.5,2.71,36.0058,7.0037,17.9898,72.9067,20.491,2.4024,0.0279,6.801
706,4.5,2.71,36.0805,7.004,18.3088,72.5265,20.9467,2.3969,0.0248,6.8018
705.5,4.5,2.71,36.1552,7.0038,18.6416,72.4397,20.8633,2.3912,0.018,6.8012
705,4.5,2.71,36.2298,7.0043,18.6881,71.0286,20.4897,2.3904,0.0153,6.8001
704.5,4.5,2.71,36.3045,7.0048,18.2945,72.148,20.3454,2.3972,0.015,6.8002
704,4.5,2.71,36.3792,7.005,17.6142,76.197,20.3387,2.4088,0.0273,6.8007
703.5,4.5,2.71,36.4539,7.0046,16.823,83.1992,20.3026,2.4223,0.0362,6.7997
703,4.5,2.71,36.5285,7.0042,15.9586,89.3936,20.2817,2.4371,0.0341,6.7992
702.5,4.5,2.71,36.6032,7.0051,15.4498,86.5926,20.5878,2.4458,0.038,6.7998
702,4.5,2.71,36.6779,7.0065,15.9284,77.5932,20.9079,2.4376,0.0376,6.8002
701.5,4.5,2.71,36.7526,7.0072,16.9439,71.4319,21.0436,2.4203,0.0295,6.7999
701,4.5,2.71,36.8273,7.0072,17.3206,71.4095,21.3405,2.4138,0.0282,6.8
700.5,4.5,2.71,36.9021,7.007,16.6443,71.7057,21.5031,2.4254,0.0395,6.8002
700,4.5,2.71,36.9768,7.007,15.46,70.0362,21.2402,2.4456,0.056,6.799
699.5,4.5,2.71,37.0514,7.0064,14.5322,73.9196,21.1201,2.4615,0.0596,6.7979
699,4.5,2.71,37.1261,7.0042,14.2474,82.6385,21.2254,2.4664,0.0619,6.7982
698.5,4.5,2.71,37.2007,7.0023,14.5347,84.497,20.9198,2.4615,0.0619,6.7987
698,4.5,2.71,37.2753,7.002,14.9007,82.4212,20.5904,2.4552,0.047,6.7986
697.5,4.5,2.71,37.3498,7.001,14.9262,83.1916,20.6107,2.4548,0.0373,6.7983
697,4.5,2.71,37.4244,7,14.855,81.8802,20.7943,2.456,0.0364,6.7983
696.5,4.5,2.71,37.4989,7.0001,14.8988,79.0728,20.8817,2.4552,0.0343,6.7984
696,4.5,2.71,37.5735,7.0008,14.7058,78.8192,20.7393,2.4585,0.0331,6.7988
695.5,4.5,2.71,37.6481,7.0025,14.0289,81.9272,20.7136,2.4701,0.0324,6.7991
695,4.5,2.71,37.7228,7.0031,13.1721,88.2483,20.7676,2.4848,0.036,6.7999
694.5,4.5,2.71,37.7974,7.0027,12.5938,90.5445,20.7938,2.4946,0.0305,6.7998
694,4.5,2.71,37.872,7.0021,12.3144,89.993,20.6014,2.4994,0.0229,6.7988
693.5,4.5,2.71,37.9466,7.002,12.1267,90.7816,20.5531,2.5026,0.0247,6.7984
693,4.5,2.71,38.0212,7.0025,12.0065,94.0403,20.6958,2.5047,0.0219,6.7979
692.5,4.5,2.71,38.0958,7.0027,11.9881,95.4041,20.7541,2.505,0.0169,6.7974
692,4.5,2.71,38.1704,7.0046,12.0082,92.0375,20.7902,2.5047,0.0215,6.7999
691.5,4.5,2.71,38.2455,7.0115,11.9795,85.9161,20.4181,2.5052,0.0333,6.8141
691,4.5,2.71,38.3213,7.0273,12.0471,78.6533,19.7861,2.504,0.0437,6.838
690.5,4.5,2.71,38.3978,7.0461,12.3775,74.7525,19.5943,2.4983,0.0457,6.8521
690,4.5,2.71,38.475,7.0814,12.7276,80.3549,19.9548,2.4924,0.0407,6.8595
689.5,4.5,2.71,38.553,7.1333,12.8171,92.6683,20.5657,2.4908,0.0311,6.8501
689,4.5,2.71,38.631,7.1588,12.6089,100.802,20.9291,2.4944,0.0199,6.8212
688.5,4.5,2.71,38.7086,7.1606,12.1193,99.8433,20.7751,2.5028,0.0254,6.8045
688,4.5,2.71,38.7862,7.1601,11.5916,95.0554,20.3504,2.5118,0.0391,6.8011
687.5,4.5,2.71,38.8638,7.16,11.4429,94.0881,20.308,2.5143,0.0422,6.8006
687,4.5,2.71,38.9413,7.1603,11.6982,97.2836,20.515,2.51,0.0358,6.8006
686.5,4.5,2.71,39.0189,7.1603,11.7997,97.7382,20.6523,2.5082,0.0312,6.799
686,4.5,2.71,39.0963,7.1577,11.2973,97.9003,21.0158,2.5168,0.0379,6.7969
685.5,4.5,2.71,39.1737,7.1554,10.4705,99.9739,21.389,2.531,0.0433,6.7955
685,4.5,2.71,39.2511,7.1563,9.8509,95.5667,21.3389,2.5415,0.0405,6.7969
684.5,4.5,2.71,39.3287,7.1585,9.5725,88.3062,21.3906,2.5463,0.0374,6.8
684,4.5,2.71,39.4062,7.1594,9.4911,91.2765,21.8467,2.5477,0.0392,6.8015
683.5,4.5,2.71,39.4838,7.1581,9.5982,98.532,22.2816,2.5459,0.0397,6.8014
683,4.5,2.71,39.5613,7.157,10.0063,104.8677,22.0338,2.5389,0.0369,6.8015
682.5,4.5,2.71,39.6388,7.1565,10.6537,108.5722,21.3513,2.5278,0.032,6.802
682,4.5,2.71,39.7164,7.1573,11.2729,108.0038,20.9924,2.5172,0.023,6.8014
681.5,4.5,2.71,39.7939,7.1585,11.6368,105.5542,20.9841,2.511,0.0183,6.8009
681,4.5,2.71,39.8715,7.1592,11.7259,104.5783,20.9279,2.5095,0.0201,6.8007
680.5,4.5,2.71,39.949,7.1599,11.6582,103.9876,20.8832,2.5106,0.0179,6.7989
