DEPT,CASEOD,MATRXDEN,ABHV,DCAL,DPOR,GR,NPOR,RHOB,RHOC,SCAL
814.5,4.5,2.71,38.021,6.9417,7.9413,120.4599,21.7195,2.5742,0.0302,6.9231
814.0,4.5,2.71,38.0968,6.9402,8.2446,125.0015,21.8494,2.569,0.0157,6.9234
813.5,4.5,2.71,38.1727,6.9408,8.2497,127.5549,21.9112,2.5689,0.0292,6.9254
813.0,4.5,2.71,38.2485,6.9405,8.9957,129.9252,22.6285,2.5562,0.0533,6.9218
812.5,4.5,2.71,38.324,6.9386,10.8589,127.3775,23.4688,2.5243,0.0633,6.9119
812.0,4.5,2.71,38.3994,6.935,13.2117,112.3897,23.7653,2.4841,0.0603,6.9038
811.5,4.5,2.71,38.4744,6.9239,15.6903,85.092,23.6197,2.4417,0.0564,6.8961
811.0,4.5,2.71,38.5488,6.9024,18.9296,61.8713,23.4459,2.3863,0.0729,6.8865
810.5,4.5,2.71,38.6226,6.8789,23.5052,52.6124,23.4231,2.3081,0.0978,6.8809
810.0,4.5,2.71,38.6963,6.8682,28.0306,51.7288,23.1994,2.2307,0.0984,6.8823
809.5,4.5,2.71,38.7701,6.8729,29.1257,57.4447,21.3631,2.212,0.0399,6.8842
809.0,4.5,2.71,38.8442,6.8841,24.2441,63.8332,18.0327,2.2954,-0.0269,6.8876
808.5,4.5,2.71,38.9184,6.8888,15.5312,67.6862,16.0194,2.4444,-0.0249,6.8901
808.0,4.5,2.71,38.9927,6.8889,8.7744,80.6667,17.2301,2.56,0.0058,6.8922
807.5,4.5,2.71,39.0671,6.8891,6.7914,106.3688,20.0648,2.5939,0.0162,6.8999
807.0,4.5,2.71,39.1416,6.8898,7.5121,129.9384,22.2157,2.5815,0.0233,6.9042
806.5,4.5,2.71,39.2161,6.8901,8.4394,139.6767,23.1246,2.5657,0.0351,6.9032
806.0,4.5,2.71,39.2905,6.8901,9.1044,139.504,23.0109,2.5543,0.0361,6.9013
805.5,4.5,2.71,39.365,6.8904,9.6971,136.2354,22.7168,2.5442,0.0305,6.9014
805.0,4.5,2.71,39.4395,6.8909,10.0595,131.368,22.7023,2.538,0.0276,6.9027
804.5,4.5,2.71,39.514,6.8913,10.1345,128.3543,22.7597,2.5367,0.0204,6.9035
804.0,4.5,2.71,39.5885,6.8918,10.0373,125.6575,22.9105,2.5384,0.0142,6.9039
803.5,4.5,2.71,39.6631,6.8914,9.9442,120.5909,23.0284,2.54,0.0165,6.9044
803.0,4.5,2.71,39.7376,6.892,10.1224,118.666,22.9883,2.5369,0.0163,6.9065
802.5,4.5,2.71,39.8123,6.894,10.4802,115.7732,22.742,2.5308,0.0036,6.908
802.0,4.5,2.71,39.8869,6.8934,10.4619,113.3538,22.4716,2.5311,-0.0068,6.905
801.5,4.5,2.71,39.9613,6.8892,9.8715,117.5323,22.5233,2.5412,-0.004,6.9006
801.0,4.5,2.71,40.0357,6.8863,9.2266,119.8444,22.4305,2.5522,0.0094,6.9019
800.5,4.5,2.71,40.1101,6.8858,8.8529,118.0095,21.627,2.5586,0.0174,6.9033
800.0,4.5,2.71,40.1845,6.8875,8.2657,107.511,20.2985,2.5687,0.0115,6.9014
799.5,4.5,2.71,40.259,6.8905,7.3871,90.143,19.2223,2.5837,0.0045,6.9012
799.0,4.5,2.71,40.3335,6.8911,7.2597,88.3074,19.5618,2.5859,0.0139,6.9066
798.5,4.5,2.71,40.4082,6.8903,8.2556,99.0707,20.8651,2.5688,0.0301,6.9118
798.0,4.5,2.71,40.4828,6.8895,9.1017,101.0631,21.4853,2.5544,0.0227,6.9113
797.5,4.5,2.71,40.5575,6.8911,8.5175,99.2575,20.9926,2.5644,0.0094,6.911
797.0,4.5,2.71,40.6322,6.8934,6.9758,99.587,20.3096,2.5907,0.029,6.9144
796.5,4.5,2.71,40.707,6.8932,6.1227,99.6643,19.9984,2.6053,0.0489,6.9134
796.0,4.5,2.71,40.7817,6.8936,6.4956,98.2006,19.9837,2.5989,0.0442,6.9108
795.5,4.5,2.71,40.8564,6.8943,7.4806,99.6629,20.587,2.5821,0.045,6.9147
795.0,4.5,2.71,40.9314,6.8951,8.6454,107.2702,21.6637,2.5622,0.0482,6.9219
794.5,4.5,2.71,41.0064,6.8967,9.552,111.761,22.1646,2.5467,0.0517,6.9265
794.0,4.5,2.71,41.0815,6.8988,9.9013,110.8616,22.0451,2.5407,0.0551,6.9284
793.5,4.5,2.71,41.1567,6.9009,9.8004,112.6969,22.1923,2.5424,0.05,6.9274
793.0,4.5,2.71,41.2317,6.8997,9.5227,119.7165,22.3638,2.5472,0.0431,6.9234
792.5,4.5,2.71,41.3066,6.8958,9.4292,120.1658,22.2541,2.5488,0.0355,6.9189
792.0,4.5,2.71,41.3814,6.8921,9.6098,117.0447,22.2814,2.5457,0.0325,6.916
791.5,4.5,2.71,41.4561,6.8913,9.9264,122.684,22.3064,2.5403,0.0308,6.9144
791.0,4.5,2.71,41.5309,6.8941,10.1749,128.5371,22.4815,2.536,0.0281,6.9175
790.5,4.5,2.71,41.6059,6.8963,10.0093,122.9352,22.8057,2.5388,0.0351,6.9211
790.0,4.5,2.71,41.6808,6.8962,9.5299,112.9861,22.8836,2.547,0.0479,6.9214
789.5,4.5,2.71,41.7557,6.8948,9.4402,106.9608,22.7522,2.5486,0.0508,6.9176
789.0,4.5,2.71,41.8304,6.8953,9.8971,103.4698,22.5015,2.5408,0.0331,6.9127
788.5,4.5,2.71,41.9052,6.8954,10.1999,105.4561,22.106,2.5356,0.0191,6.9127
788.0,4.5,2.71,41.98,6.8949,10.0942,112.132,21.926,2.5374,0.0246,6.9143
787.5,4.5,2.71,42.0548,6.8948,9.9725,117.742,22.0037,2.5395,0.0296,6.9149
787.0,4.5,2.71,42.1296,6.8959,9.7865,119.5571,22.0388,2.5427,0.0292,6.9153
786.5,4.5,2.71,42.2044,6.8971,9.1803,117.3036,22.0482,2.553,0.0327,6.9149
786.0,4.5,2.71,42.2793,6.8978,8.3203,113.3247,22.1869,2.5677,0.0428,6.9174
785.5,4.5,2.71,42.3543,6.8991,7.8828,113.8279,22.3873,2.5752,0.0535,6.921
785.0,4.5,2.71,42.4294,6.9002,8.489,119.119,22.1743,2.5648,0.0484,6.9232
784.5,4.5,2.71,42.5044,6.8982,9.8216,121.0632,21.9615,2.5421,0.0268,6.9233
784.0,4.5,2.71,42.5793,6.8966,10.5723,117.4293,22.1792,2.5292,-0.0021,6.9207
783.5,4.5,2.71,42.6542,6.8975,9.8998,112.2849,22.319,2.5407,-0.0196,6.9169
783.0,4.5,2.71,42.7291,6.8965,8.6791,110.9269,22.2732,2.5616,0.0094,6.918
782.5,4.5,2.71,42.804,6.8936,8.4932,119.0636,22.4669,2.5648,0.0426,6.9227
782.0,4.5,2.71,42.879,6.8936,9.4073,126.4911,22.6491,2.5491,0.0454,6.9265
781.5,4.5,2.71,42.9541,6.8951,10.2671,125.1227,22.5746,2.5344,0.0407,6.9279
781.0,4.5,2.71,43.0291,6.8955,10.5962,121.4515,22.4836,2.5288,0.0436,6.9277
780.5,4.5,2.71,43.1041,6.8947,10.836,115.8692,22.3222,2.5247,0.04,6.9265
780.0,4.5,2.71,43.1791,6.8948,11.3091,112.4757,21.9798,2.5166,0.0341,6.9257
779.5,4.5,2.71,43.2541,6.8956,11.8486,109.1735,21.7944,2.5074,0.029,6.9259
779.0,4.5,2.71,43.3292,6.8956,12.1084,106.4379,21.8284,2.5029,0.0206,6.9267
778.5,4.5,2.71,43.4042,6.8956,11.9954,109.0338,22.0479,2.5049,0.0232,6.9281
778.0,4.5,2.71,43.4793,6.8947,11.8348,114.4637,22.0588,2.5076,0.0287,6.9285
777.5,4.5,2.71,43.5543,6.8948,11.7399,119.5715,21.9007,2.5092,0.0236,6.9272
777.0,4.5,2.71,43.6293,6.8969,11.4721,117.3747,21.9336,2.5138,0.0212,6.9252
776.5,4.5,2.71,43.7044,6.8973,11.1466,111.1278,22.0822,2.5194,0.03,6.9247
776.0,4.5,2.71,43.7793,6.8947,10.9761,105.6871,22.1443,2.5223,0.0254,6.9249
775.5,4.5,2.71,43.8543,6.8944,10.6247,101.466,22.0571,2.5283,0.0202,6.9239
775.0,4.5,2.71,43.9293,6.895,9.8306,105.5231,21.9406,2.5419,0.0305,6.9233
774.5,4.5,2.71,44.0042,6.8949,8.9272,110.8027,21.5357,2.5573,0.0449,6.9223
774.0,4.5,2.71,44.0791,6.8948,8.4845,111.8746,21.1489,2.5649,0.0508,6.9184
773.5,4.5,2.71,44.1538,6.8933,8.7026,109.3564,20.9078,2.5612,0.0445,6.9126
773.0,4.5,2.71,44.2284,6.8913,9.2525,97.1961,20.7369,2.5518,0.0439,6.9094
772.5,4.5,2.71,44.303,6.8905,9.8209,84.7497,20.7007,2.5421,0.0454,6.9092
772.0,4.5,2.71,44.3776,6.8899,10.2192,82.904,20.2944,2.5353,0.0442,6.9115
771.5,4.5,2.71,44.4523,6.8884,9.8901,85.9734,19.2154,2.5409,0.0414,6.9125
771.0,4.5,2.71,44.5269,6.8878,8.2711,85.1693,17.7469,2.5686,0.0349,6.9101
770.5,4.5,2.71,44.6014,6.8901,6.0231,80.9503,16.8455,2.607,0.0219,6.9079
770.0,4.5,2.71,44.6761,6.8934,4.9045,88.5856,17.603,2.6261,0.029,6.9085
769.5,4.5,2.71,44.7508,6.8951,6.0827,109.485,19.7204,2.606,0.0417,6.9119
769.0,4.5,2.71,44.8257,6.895,8.6876,122.8276,21.5991,2.5614,0.0315,6.917
768.5,4.5,2.71,44.9006,6.8943,10.7754,121.5294,22.3447,2.5257,0.0256,6.9213
768.0,4.5,2.71,44.9755,6.8926,11.6128,117.7477,22.3693,2.5114,0.025,6.9241
767.5,4.5,2.71,45.0504,6.8904,11.5728,118.8529,22.6739,2.5121,0.0252,6.9249
767.0,4.5,2.71,45.1253,6.8886,10.8506,124.4446,23.0623,2.5245,0.04,6.9254
766.5,4.5,2.71,45.2001,6.8877,9.7794,126.9236,23.099,2.5428,0.0609,6.9254
766.0,4.5,2.71,45.275,6.8892,9.2813,130.2558,23.0424,2.5513,0.0681,6.925
765.5,4.5,2.71,45.3499,6.8899,9.8597,132.3614,23.1227,2.5414,0.0575,6.9251
765.0,4.5,2.71,45.4248,6.8916,10.9315,124.6599,23.3517,2.5231,0.0385,6.9253
764.5,4.5,2.71,45.4998,6.8923,11.7408,117.6366,23.104,2.5092,0.0193,6.9258
764.0,4.5,2.71,45.5747,6.8901,12.0103,118.6611,22.5809,2.5046,0.0043,6.9262
763.5,4.5,2.71,45.6496,6.8887,11.713,119.4053,22.7895,2.5097,0.0058,6.9281
763.0,4.5,2.71,45.7246,6.8881,11.0513,119.8452,23.2401,2.521,0.0186,6.929
762.5,4.5,2.71,45.7995,6.8872,10.467,119.5828,23.0944,2.531,0.0354,6.9277
762.0,4.5,2.71,45.8744,6.8885,10.3513,115.3257,22.6045,2.533,0.0474,6.9273
761.5,4.5,2.71,45.9493,6.8911,10.6112,111.1853,22.2779,2.5285,0.0423,6.9276
761.0,4.5,2.71,46.0243,6.8919,10.7711,109.7334,22.1731,2.5258,0.0371,6.9259
760.5,4.5,2.71,46.0991,6.8909,10.828,110.2525,22.0981,2.5248,0.0419,6.9225
760.0,4.5,2.71,46.1739,6.8903,11.1236,111.5687,21.958,2.5198,0.0428,6.919
759.5,4.5,2.71,46.2487,6.8912,11.3848,112.3289,21.8668,2.5153,0.0365,6.9189
759.0,4.5,2.71,46.3236,6.8912,11.2654,109.0659,22.0082,2.5174,0.0383,6.9215
758.5,4.5,2.71,46.3985,6.8911,11.134,105.0728,22.3826,2.5196,0.0328,6.9231
758.0,4.5,2.71,46.4734,6.8922,11.2108,107.352,22.5753,2.5183,0.0219,6.9232
757.5,4.5,2.71,46.5483,6.8928,11.3451,106.8582,22.204,2.516,0.0317,6.9237
757.0,4.5,2.71,46.6232,6.8928,11.6691,99.346,21.7676,2.5105,0.0378,6.924
756.5,4.5,2.71,46.6981,6.8924,11.9658,95.3507,21.4449,2.5054,0.0238,6.9238
756.0,4.5,2.71,46.773,6.8926,11.4915,98.1324,21.1575,2.5135,0.022,6.9237
755.5,4.5,2.71,46.848,6.8939,10.3141,102.7582,21.175,2.5336,0.0416,6.9227
755.0,4.5,2.71,46.9229,6.8943,9.3001,104.5173,21.4199,2.551,0.0538,6.9223
754.5,4.5,2.71,46.9978,6.8924,8.8341,105.4889,21.76,2.5589,0.0494,6.9233
754.0,4.5,2.71,47.0726,6.8908,8.8447,108.6053,21.5251,2.5588,0.0401,6.9213
753.5,4.5,2.71,47.1473,6.8906,9.3542,110.1403,21.0773,2.55,0.0338,6.9133
753.0,4.5,2.71,47.2219,6.8925,10.3258,108.8617,21.3128,2.5334,0.0304,6.9052
752.5,4.5,2.71,47.2964,6.8934,11.5464,103.1223,21.6265,2.5126,0.019,6.8999
752.0,4.5,2.71,47.3708,6.8914,12.45,98.1819,21.5266,2.4971,0.0053,6.9001
751.5,4.5,2.71,47.4453,6.8889,12.4485,100.7051,21.1296,2.4971,0.0199,6.9026
751.0,4.5,2.71,47.5197,6.886,11.8705,102.1472,20.7777,2.507,0.048,6.902
750.5,4.5,2.71,47.5941,6.8852,11.3006,97.8566,20.7947,2.5168,0.0442,6.903
750.0,4.5,2.71,47.6685,6.8853,10.5302,95.148,21.082,2.5299,0.0255,6.9059
749.5,4.5,2.71,47.743,6.8853,9.5717,97.3355,21.0638,2.5463,0.0265,6.9088
749.0,4.5,2.71,47.8176,6.8859,9.2662,102.0771,21.0945,2.5515,0.0358,6.9103
748.5,4.5,2.71,47.8921,6.8876,9.9787,100.7053,21.44,2.5394,0.0368,6.9111
748.0,4.5,2.71,47.9668,6.8887,11.0405,96.0224,21.545,2.5212,0.0302,6.9126
747.5,4.5,2.71,48.0415,6.889,11.6718,98.2411,21.1983,2.5104,0.0234,6.914
747.0,4.5,2.71,48.1162,6.8898,11.5802,100.673,20.9634,2.512,0.0218,6.9157
746.5,4.5,2.71,48.1909,6.8901,10.7949,97.9733,21.0649,2.5254,0.0351,6.9181
746.0,4.5,2.71,48.2657,6.8887,9.7317,94.902,20.9366,2.5436,0.0474,6.9213
745.5,4.5,2.71,48.3406,6.8892,9.0546,92.2739,20.5189,2.5552,0.049,6.9241
745.0,4.5,2.71,48.4155,6.8901,9.1355,87.3664,20.4689,2.5538,0.0432,6.9251
744.5,4.5,2.71,48.4904,6.8906,9.7976,85.1279,21.0513,2.5425,0.0329,6.9229
744.0,4.5,2.71,48.565,6.8894,10.5039,90.175,21.2254,2.5304,0.027,6.9096
743.5,4.5,2.71,48.639,6.8872,11.0271,92.6113,20.8949,2.5214,0.0323,6.8854
743.0,4.5,2.71,48.713,6.8861,11.7324,84.5788,20.9119,2.5094,0.042,6.8794
742.5,4.5,2.71,48.7872,6.8852,12.9817,74.0896,21.0745,2.488,0.0455,6.8929
742.0,4.5,2.71,48.8616,6.8834,14.5448,67.7367,20.9165,2.4613,0.0415,6.9034
741.5,4.5,2.71,48.936,6.8822,15.6624,66.5679,20.6537,2.4422,0.0377,6.9093
741.0,4.5,2.71,49.0105,6.8829,15.7449,66.8832,20.578,2.4408,0.0386,6.9118
740.5,4.5,2.71,49.0851,6.8837,15.1195,67.4782,20.7607,2.4515,0.0413,6.9107
740.0,4.5,2.71,49.1595,6.8836,14.5297,68.7432,20.7503,2.4615,0.0327,6.9092
739.5,4.5,2.71,49.2341,6.8837,13.8033,70.2404,20.4161,2.474,0.0161,6.9123
739.0,4.5,2.71,49.3087,6.8848,12.4449,74.1804,20.2826,2.4972,0.016,6.9181
738.5,4.5,2.71,49.3835,6.8865,11.126,78.6969,20.1223,2.5197,0.037,6.9236
738.0,4.5,2.71,49.4587,6.893,11.0131,82.941,19.9728,2.5217,0.0647,6.938
737.5,4.5,2.71,49.5381,6.9957,13.3611,87.7203,20.7572,2.4815,0.1098,7.0544
737.0,4.5,2.71,49.6392,7.5571,20.3219,93.5147,22.8569,2.3625,0.1812,7.5881
736.5,4.5,2.71,49.7902,8.8563,33.2182,97.1609,25.3781,2.142,0.2346,8.5351
736.0,4.5,2.71,49.9883,10.149,50.0639,95.1197,27.1115,1.8539,0.2089,9.1551
735.5,4.5,2.71,50.1796,10.0941,66.17,91.9898,27.7313,1.5785,0.1248,8.9544
735.0,4.5,2.71,50.3173,8.7854,76.4309,110.4051,27.5805,1.403,0.0355,8.0514
734.5,4.5,2.71,50.4114,7.5173,76.908,174.0675,26.6035,1.3949,-0.0458,7.2847
734.0,4.5,2.71,50.4893,6.9643,65.9016,260.2637,24.7572,1.5831,-0.106,7.0102
733.5,4.5,2.71,50.5641,6.8472,46.6107,287.4508,22.5644,1.913,-0.0684,6.9614
733.0,4.5,2.71,50.6385,6.8316,27.8402,227.8543,20.5504,2.2339,0.015,6.9588
732.5,4.5,2.71,50.7129,6.8303,16.1099,144.8683,18.4026,2.4345,0.0218,6.9598
732.0,4.5,2.71,50.7872,6.8302,10.1358,86.8749,15.7121,2.5367,0.0119,6.9556
731.5,4.5,2.71,50.8614,6.8304,6.7219,56.5553,13.4745,2.5951,0.0342,6.9483
731.0,4.5,2.71,50.9358,6.8344,5.2867,45.4213,12.9657,2.6196,0.0477,6.9538
730.5,4.5,2.71,51.013,6.892,6.2362,47.5904,15.3047,2.6034,0.0546,7.0465
730.0,4.5,2.71,51.1049,7.2667,10.2252,54.3051,19.7323,2.5351,0.1066,7.4214
729.5,4.5,2.71,51.2305,8.2166,18.2978,61.5197,23.371,2.3971,0.2006,8.0696
729.0,4.5,2.71,51.3909,9.1212,29.5344,67.9819,25.1278,2.205,0.2449,8.6708
728.5,4.5,2.71,51.5572,9.2849,39.9034,71.8865,25.9422,2.0277,0.2246,8.7481
728.0,4.5,2.71,51.6956,8.6775,45.6387,77.3767,26.5762,1.9296,0.2173,8.1808
727.5,4.5,2.71,51.797,7.6968,45.984,85.1792,26.3697,1.9237,0.2041,7.4645
727.0,4.5,2.71,51.8781,7.0702,41.8797,93.8126,25.0689,1.9939,0.1302,7.0668
726.5,4.5,2.71,51.9534,6.8972,35.0964,114.6994,23.6217,2.1099,0.0421,6.9387
726.0,4.5,2.71,52.0275,6.8698,29.0982,170.9758,22.9635,2.2124,0.0157,6.903
725.5,4.5,2.71,52.1011,6.8572,27.4097,264.6376,23.3381,2.2413,0.0274,6.8928
725.0,4.5,2.71,52.1746,6.8462,29.8791,337.1562,24.1173,2.1991,0.0335,6.8926
724.5,4.5,2.71,52.248,6.8414,32.5762,331.8062,24.3784,2.1529,0.0159,6.8933
724.0,4.5,2.71,52.3214,6.8422,31.8006,267.5011,23.4014,2.1662,-0.0032,6.8941
723.5,4.5,2.71,52.3949,6.8473,26.8878,186.8115,21.4069,2.2502,-0.0161,6.8955
723.0,4.5,2.71,52.4687,6.8559,19.868,121.8299,19.2404,2.3703,-0.0183,6.8978
722.5,4.5,2.71,52.5426,6.8654,13.8355,89.7752,17.9002,2.4734,-0.0072,6.8994
722.0,4.5,2.71,52.6166,6.8676,10.762,84.0739,17.8302,2.526,0.0117,6.9
721.5,4.5,2.71,52.6906,6.861,10.2255,82.0916,18.1592,2.5351,0.0242,6.9036
721.0,4.5,2.71,52.7645,6.8555,10.35,79.4055,18.3994,2.533,0.0165,6.9079
720.5,4.5,2.71,52.8384,6.8553,9.7004,81.9869,18.3934,2.5441,0.0172,6.9087
720.0,4.5,2.71,52.9123,6.8554,8.6438,81.5854,18.625,2.5622,0.0351,6.9074
719.5,4.5,2.71,52.9863,6.8539,8.3934,82.0329,19.5247,2.5665,0.0327,6.9115
719.0,4.5,2.71,53.0603,6.8516,8.81,92.4147,19.7048,2.5593,0.018,6.9177
718.5,4.5,2.71,53.1343,6.849,8.6507,96.1196,18.1539,2.5621,0.0208,6.9165
718.0,4.5,2.71,53.2081,6.8482,7.3421,78.7994,15.0239,2.5845,0.0198,6.9083
717.5,4.5,2.71,53.2818,6.8496,5.2316,55.6772,10.8575,2.6205,0.0095,6.9043
717.0,4.5,2.71,53.3556,6.8526,3.2386,40.6054,7.3118,2.6546,0.0086,6.9046
716.5,4.5,2.71,53.4294,6.8535,2.3185,33.7532,5.7535,2.6704,0.0175,6.9019
716.0,4.5,2.71,53.5031,6.8504,2.4066,32.1404,5.4509,2.6688,0.0233,6.9001
715.5,4.5,2.71,53.5767,6.8476,2.5886,32.3975,6.0881,2.6657,0.0189,6.9001
715.0,4.5,2.71,53.6503,6.8458,2.4108,31.5706,7.3779,2.6688,0.0101,6.8996
714.5,4.5,2.71,53.7239,6.8428,2.257,30.9055,8.4732,2.6714,0.0089,6.9011
714.0,4.5,2.71,53.7974,6.8408,2.4791,33.1546,9.403,2.6676,0.0108,6.9019
713.5,4.5,2.71,53.8709,6.8414,2.8024,37.6259,11.1239,2.6621,0.0121,6.9017
713.0,4.5,2.71,53.9445,6.843,3.0058,43.3825,13.0171,2.6586,0.0213,6.9014
712.5,4.5,2.71,54.0181,6.8437,3.7241,47.6327,14.2745,2.6463,0.0328,6.902
712.0,4.5,2.71,54.0918,6.8433,5.5041,49.811,15.0105,2.6159,0.0325,6.9058
711.5,4.5,2.71,54.1655,6.844,7.5558,55.8473,15.9799,2.5808,0.0257,6.9114
711.0,4.5,2.71,54.2393,6.8433,8.6388,66.1441,17.2128,2.5623,0.0272,6.9129
710.5,4.5,2.71,54.313,6.84,8.4249,72.8456,17.4777,2.5659,0.0315,6.9121
710.0,4.5,2.71,54.3867,6.8348,7.3901,76.3438,17.1926,2.5836,0.0366,6.9148
709.5,4.5,2.71,54.4603,6.8294,6.2544,76.2553,17.2566,2.603,0.0511,6.9177
709.0,4.5,2.71,54.5338,6.8262,5.6965,72.5507,17.0766,2.6126,0.0616,6.9167
708.5,4.5,2.71,54.6073,6.8256,5.9604,69.1225,16.8021,2.6081,0.0526,6.9136
708.0,4.5,2.71,54.6808,6.8284,6.5655,67.9109,16.9717,2.5977,0.0299,6.9117
707.5,4.5,2.71,54.7543,6.8305,6.7297,64.4674,17.1767,2.5949,0.0175,6.9098
707.0,4.5,2.71,54.8278,6.8307,6.4003,63.2246,16.9508,2.6006,0.024,6.9121
706.5,4.5,2.71,54.9014,6.83,6.1904,66.9389,16.7524,2.6041,0.0307,6.9175
706.0,4.5,2.71,54.9752,6.8318,6.0777,69.6466,16.4692,2.6061,0.0325,6.9217
705.5,4.5,2.71,55.049,6.8348,5.5438,68.988,15.1495,2.6152,0.041,6.9244
705.0,4.5,2.71,55.1228,6.835,4.8783,66.3366,13.3803,2.6266,0.0551,6.9244
704.5,4.5,2.71,55.1966,6.8355,4.8428,62.6465,12.8827,2.6272,0.0569,6.9207
704.0,4.5,2.71,55.2703,6.8383,5.3607,60.9681,13.9574,2.6183,0.0489,6.9107
703.5,4.5,2.71,55.3438,6.8415,5.9298,59.8693,14.9205,2.6086,0.0391,6.9019
703.0,4.5,2.71,55.4174,6.8433,6.3411,52.8186,14.4395,2.6016,0.0145,6.9011
702.5,4.5,2.71,55.491,6.8435,6.3081,42.3651,13.1446,2.6021,0.0002,6.9032
702.0,4.5,2.71,55.5646,6.8418,5.9143,39.559,12.3832,2.6089,0.0086,6.9051
701.5,4.5,2.71,55.6382,6.8398,5.7913,42.4104,12.8125,2.611,0.0122,6.9052
701.0,4.5,2.71,55.7117,6.8379,6.1192,45.7051,13.9959,2.6054,0.0031,6.9056
700.5,4.5,2.71,55.7853,6.8398,6.3208,49.9216,15.078,2.6019,-0.0013,6.9036
700.0,4.5,2.71,55.8588,6.8433,6.0469,51.5434,15.7515,2.6066,0.0138,6.8962
699.5,4.5,2.71,55.9322,6.8424,5.7581,50.8764,15.7825,2.6115,0.0286,6.8931
699.0,4.5,2.71,56.0056,6.8403,5.5188,50.4688,15.2909,2.6156,0.029,6.8945
698.5,4.5,2.71,56.079,6.8404,4.459,48.7014,14.4263,2.6338,0.0307,6.8957
698.0,4.5,2.71,56.1524,6.8408,2.5656,43.0585,13.7411,2.6661,0.0477,6.896
697.5,4.5,2.71,56.2258,6.8383,1.4169,40.3221,13.7568,2.6858,0.0662,6.8957
697.0,4.5,2.71,56.2991,6.8358,2.0027,42.0444,13.9064,2.6758,0.0627,6.8941
696.5,4.5,2.71,56.3724,6.8369,3.4157,44.0926,13.7853,2.6516,0.0418,6.8927
696.0,4.5,2.71,56.4457,6.8392,4.2723,43.6675,13.1807,2.6369,0.0234,6.8932
695.5,4.5,2.71,56.5191,6.8391,4.1716,38.7928,12.0772,2.6387,0.0217,6.894
695.0,4.5,2.71,56.5924,6.8366,3.7037,33.0004,10.76,2.6467,0.0285,6.8942
694.5,4.5,2.71,56.6656,6.8337,3.4925,30.8059,9.867,2.6503,0.0268,6.8949
694.0,4.5,2.71,56.739,6.8368,3.3635,32.59,10.2584,2.6525,0.0259,6.8966
693.5,4.5,2.71,56.813,6.8687,2.9207,36.8953,11.6156,2.6601,0.035,6.8985
693.0,4.5,2.71,56.8891,6.976,2.5783,37.0042,12.7062,2.6659,0.0486,6.9059
692.5,4.5,2.71,56.9674,7.0781,3.3392,33.5471,13.1937,2.6529,0.0639,6.9148
692.0,4.5,2.71,57.0441,6.9938,5.7266,33.5064,13.2248,2.6121,0.0711,6.9173
691.5,4.5,2.71,57.1188,6.8657,8.6845,33.3049,12.9401,2.5615,0.0649,6.937
691.0,4.5,2.71,57.193,6.8266,9.9274,29.5827,12.2751,2.5402,0.0517,6.9543
690.5,4.5,2.71,57.2673,6.8256,8.3383,24.6094,10.9179,2.5674,0.0374,6.9594
690.0,4.5,2.71,57.3417,6.8288,5.2737,23.1801,10.2346,2.6198,0.0385,6.9612
689.5,4.5,2.71,57.4162,6.8312,3.0438,26.9466,11.8564,2.658,0.045,6.9621
689.0,4.5,2.71,57.4908,6.834,2.8152,31.2908,15.1628,2.6619,0.0608,6.9631
688.5,4.5,2.71,57.5655,6.837,4.4372,34.592,18.2797,2.6341,0.1091,6.9699
688.0,4.5,2.71,57.6406,6.8436,7.6227,41.9402,20.2433,2.5797,0.1644,6.9853
687.5,4.5,2.71,57.7161,6.8546,11.6943,53.5174,20.7759,2.51,0.1384,6.9935
687.0,4.5,2.71,57.7918,6.8627,14.4648,61.9049,20.7881,2.4627,0.0476,6.9927
686.5,4.5,2.71,57.8675,6.865,14.3708,68.4828,20.4089,2.4643,0.014,6.9925
686.0,4.5,2.71,57.9432,6.865,12.7765,75.4696,19.8717,2.4915,0.021,6.9951
685.5,4.5,2.71,58.019,6.8653,11.4205,77.8531,19.5905,2.5147,0.0247,6.9988
685.0,4.5,2.71,58.0948,6.8656,10.4455,74.1106,19.6789,2.5314,0.0299,6.9992
684.5,4.5,2.71,58.1706,6.8657,9.7741,70.2831,19.9023,2.5429,0.0356,6.998
684.0,4.5,2.71,58.2464,6.8655,9.6273,68.3261,20.0182,2.5454,0.0295,6.9976
683.5,4.5,2.71,58.3222,6.8655,9.7769,68.1309,19.928,2.5428,0.0159,6.9952
683.0,4.5,2.71,58.3978,6.8639,9.6252,69.0716,19.4995,2.5454,0.0208,6.9889
682.5,4.5,2.71,58.4732,6.8622,9.207,66.5274,19.1823,2.5526,0.0368,6.9811
682.0,4.5,2.71,58.5486,6.8625,9.2149,63.1183,19.0248,2.5524,0.0372,6.9784
681.5,4.5,2.71,58.6239,6.8644,9.7092,61.8088,18.5082,2.544,0.0235,6.9764
681.0,4.5,2.71,58.6993,6.8667,10.0154,60.1911,17.648,2.5387,0.0184,6.9748
680.5,4.5,2.71,58.7748,6.8696,10.0296,60.6996,17.4626,2.5385,0.0247,6.9764
680.0,4.5,2.71,58.8504,6.8712,10.2637,68.9919,18.6038,2.5345,0.0255,6.9803
679.5,4.5,2.71,58.926,6.8703,11.4342,89.646,20.3276,2.5145,0.0349,6.9818
