DEPT,CASEOD,MATRXDEN,ABHV,DCAL,DPOR,GR,NPOR,RHOB,RHOC,SCAL
950.5,4.5,2.71,17.2732,6.7206,11.0011,85.1039,19.5554,2.5219,0.0562,6.8907
950.0,4.5,2.71,17.3448,6.7258,10.5339,91.3168,19.8384,2.5299,0.0521,6.9137
949.5,4.5,2.71,17.4165,6.7255,10.4128,94.1195,19.6076,2.5319,0.0697,6.9187
949.0,4.5,2.71,17.488,6.7239,11.0415,95.0144,19.0657,2.5212,0.0751,6.9134
948.5,4.5,2.71,17.5594,6.7252,12.0693,94.8775,18.7069,2.5036,0.0656,6.9031
948.0,4.5,2.71,17.6306,6.7291,13.0218,99.5014,18.6141,2.4873,0.0505,6.8889
947.5,4.5,2.71,17.7017,6.7372,13.796,103.7064,18.569,2.4741,0.0293,6.8763
947.0,4.5,2.71,17.7732,6.7638,14.347,98.0437,18.4422,2.4647,0.0298,6.8704
946.5,4.5,2.71,17.846,6.8307,14.6799,90.9112,18.5816,2.459,0.064,6.8737
946.0,4.5,2.71,17.9227,7.0174,14.7372,94.1474,20.076,2.458,0.1251,6.8918
945.5,4.5,2.71,18.0044,7.2622,14.6537,106.9329,22.1373,2.4594,0.1832,6.9151
945.0,4.5,2.71,18.0876,7.3257,14.9478,117.898,23.3412,2.4544,0.196,6.9278
944.5,4.5,2.71,18.1703,7.2788,16.332,122.0435,23.9935,2.4307,0.2036,6.9502
944.0,4.5,2.71,18.259,7.5333,20.0189,122.6443,24.4573,2.3677,0.223,7.0019
943.5,4.5,2.71,18.3646,8.2945,25.8215,117.4685,24.7373,2.2685,0.2377,7.1102
943.0,4.5,2.71,18.4793,8.5934,30.2365,109.8284,25.0783,2.193,0.2265,7.2544
942.5,4.5,2.71,18.5838,8.0677,30.1691,113.0831,25.3931,2.1941,0.222,7.2578
942.0,4.5,2.71,18.6718,7.4248,27.1492,142.2926,25.3976,2.2457,0.2199,7.0757
941.5,4.5,2.71,18.7485,6.9837,24.5202,208.4741,25.2691,2.2907,0.2039,6.9239
941.0,4.5,2.71,18.8214,6.826,22.5607,282.8068,25.1498,2.3242,0.1862,6.8827
940.5,4.5,2.71,18.8941,6.8158,18.7509,285.9601,24.3596,2.3894,0.1152,6.8815
940.0,4.5,2.71,18.9671,6.835,11.9425,207.2142,22.8457,2.5058,0.0451,6.8797
939.5,4.5,2.71,19.0407,6.8623,5.238,135.7633,21.5483,2.6204,0.0663,6.8844
939.0,4.5,2.71,19.1143,6.8644,2.0681,109.4482,20.7848,2.6746,0.0605,6.8802
938.5,4.5,2.71,19.1875,6.8499,1.5782,101.4579,19.9118,2.683,0.0306,6.8746
938.0,4.5,2.71,19.2605,6.8432,1.8667,101.0462,18.734,2.6781,0.0355,6.873
937.5,4.5,2.71,19.3335,6.8419,2.7062,108.4652,18.3478,2.6637,0.045,6.8728
937.0,4.5,2.71,19.4066,6.8419,3.8885,115.2668,19.2827,2.6435,0.052,6.8773
936.5,4.5,2.71,19.4802,6.8535,5.2821,119.8023,20.5979,2.6197,0.0687,6.8934
936.0,4.5,2.71,19.5564,6.9419,7.3604,120.4363,21.5133,2.5841,0.0739,6.9416
935.5,4.5,2.71,19.6369,7.1348,9.8425,112.6339,22.3533,2.5417,0.0609,6.9769
935.0,4.5,2.71,19.7173,7.171,11.5778,102.9505,23.0351,2.512,0.0486,6.9327
934.5,4.5,2.71,19.794,7.016,12.0561,102.9647,22.9523,2.5038,0.0395,6.8953
934.0,4.5,2.71,19.8686,6.9106,12.0522,112.0811,22.7144,2.5039,0.041,6.8913
933.5,4.5,2.71,19.9428,6.8815,13.0134,113.7542,22.8863,2.4875,0.0545,6.8936
933.0,4.5,2.71,20.0168,6.8739,15.3148,111.5429,23.287,2.4481,0.0442,6.8943
932.5,4.5,2.71,20.0908,6.8705,17.3883,114.747,23.4343,2.4127,0.0189,6.8946
932.0,4.5,2.71,20.1648,6.8723,17.7851,112.6868,23.1727,2.4059,0.0042,6.8965
931.5,4.5,2.71,20.239,6.8797,16.9199,109.0589,22.6393,2.4207,0.0074,6.9014
931.0,4.5,2.71,20.3135,6.885,16.0605,113.947,21.8194,2.4354,0.0205,6.9059
930.5,4.5,2.71,20.388,6.8845,15.8546,119.9724,21.4552,2.4389,0.0336,6.9077
930.0,4.5,2.71,20.4623,6.8827,16.2555,117.0429,21.9794,2.432,0.038,6.9048
929.5,4.5,2.71,20.5367,6.8837,16.9254,107.1708,22.7995,2.4206,0.0383,6.9019
929.0,4.5,2.71,20.6111,6.886,17.4066,101.2384,23.3301,2.4123,0.0339,6.9024
928.5,4.5,2.71,20.6856,6.8883,17.365,101.5753,23.2795,2.4131,0.0241,6.9064
928.0,4.5,2.71,20.7604,6.893,16.8074,102.9806,22.7939,2.4226,0.031,6.9168
927.5,4.5,2.71,20.8358,6.9159,15.9158,105.152,22.6979,2.4378,0.0548,6.9297
927.0,4.5,2.71,20.9123,6.9591,14.881,109.5237,23.2717,2.4555,0.075,6.9357
926.5,4.5,2.71,20.9889,6.9765,13.9891,113.3278,23.3273,2.4708,0.0775,6.9327
926.0,4.5,2.71,21.0653,6.9608,13.3448,113.9878,22.6387,2.4818,0.0555,6.9343
925.5,4.5,2.71,21.1414,6.9467,12.8974,109.6364,22.3035,2.4895,0.0398,6.9329
925.0,4.5,2.71,21.2172,6.9392,13.0063,108.0272,22.0267,2.4876,0.0499,6.9201
924.5,4.5,2.71,21.2929,6.9382,13.9685,114.379,21.6312,2.4711,0.049,6.9191
924.0,4.5,2.71,21.3688,6.9424,15.18,119.2012,21.9349,2.4504,0.0352,6.927
923.5,4.5,2.71,21.4447,6.943,15.8074,115.7923,22.8101,2.4397,0.0255,6.9238
923.0,4.5,2.71,21.5203,6.9383,15.8369,111.6688,23.2344,2.4392,0.0339,6.9165
922.5,4.5,2.71,21.5958,6.9342,15.9397,109.8986,22.9291,2.4374,0.0492,6.9141
922.0,4.5,2.71,21.6714,6.9354,16.3536,104.6669,22.3219,2.4304,0.0434,6.9149
921.5,4.5,2.71,21.7471,6.9382,16.656,97.8902,21.9624,2.4252,0.0293,6.9175
921.0,4.5,2.71,21.8229,6.9407,16.7224,97.0164,22.0433,2.424,0.0271,6.9265
920.5,4.5,2.71,21.8989,6.942,16.7235,102.6988,22.1423,2.424,0.0274,6.932
920.0,4.5,2.71,21.975,6.9434,16.5727,114.6363,22.0248,2.4266,0.0292,6.9304
919.5,4.5,2.71,22.051,6.9474,16.1523,123.7387,21.8797,2.4338,0.0364,6.9295
919.0,4.5,2.71,22.1272,6.9528,15.5061,119.055,21.957,2.4448,0.0391,6.9279
918.5,4.5,2.71,22.2032,6.96,14.6598,105.8542,21.8259,2.4593,0.0356,6.9167
918.0,4.5,2.71,22.2794,6.972,13.7369,99.0122,21.4202,2.4751,0.044,6.9091
917.5,4.5,2.71,22.3559,6.9813,13.2701,102.6047,21.2817,2.4831,0.0655,6.9223
917.0,4.5,2.71,22.4326,6.9747,13.5066,109.853,21.3082,2.479,0.0582,6.9332
916.5,4.5,2.71,22.5095,6.9814,13.5813,112.5992,21.4705,2.4778,0.0493,6.9396
916.0,4.5,2.71,22.5884,7.0806,13.373,109.3033,21.6619,2.4813,0.1216,6.9456
915.5,4.5,2.71,22.6706,7.2579,14.7662,106.9828,21.7318,2.4575,0.2055,6.9453
915.0,4.5,2.71,22.7529,7.2558,18.3592,103.7846,22.0441,2.3961,0.2145,6.9516
914.5,4.5,2.71,22.8346,7.1882,22.4033,102.5308,22.7867,2.3269,0.2162,6.9819
914.0,4.5,2.71,22.9198,7.3561,26.3279,102.1582,23.2418,2.2598,0.2578,7.0022
913.5,4.5,2.71,23.007,7.4358,30.1532,97.7435,23.2166,2.1944,0.227,7.0204
913.0,4.5,2.71,23.0901,7.2286,31.3442,95.1898,23.0379,2.174,0.1247,7.018
912.5,4.5,2.71,23.169,7.0474,27.9482,99.6831,22.5083,2.2321,0.0529,6.9803
912.0,4.5,2.71,23.2464,6.9994,22.5305,109.1167,22.1679,2.3247,0.0392,6.9502
911.5,4.5,2.71,23.3234,6.9889,18.6903,112.1085,22.0378,2.3904,0.0329,6.9347
911.0,4.5,2.71,23.4001,6.981,16.885,107.7633,21.9552,2.4213,0.0295,6.9308
910.5,4.5,2.71,23.4769,6.9776,16.2435,105.9244,22.0936,2.4322,0.035,6.9376
910.0,4.5,2.71,23.5537,6.977,16.5436,108.6868,22.1945,2.4271,0.0362,6.9407
909.5,4.5,2.71,23.6303,6.9761,17.2271,111.1185,22.3098,2.4154,0.0328,6.9262
909.0,4.5,2.71,23.7062,6.9762,17.2448,116.4489,22.2621,2.4151,0.027,6.8925
908.5,4.5,2.71,23.7816,6.9776,16.2365,120.2412,21.9086,2.4324,0.0279,6.8675
908.0,4.5,2.71,23.8571,6.978,14.8875,118.4226,21.5651,2.4554,0.0339,6.8649
907.5,4.5,2.71,23.9329,6.978,14.0621,121.2795,21.4781,2.4695,0.0335,6.8854
907.0,4.5,2.71,24.0093,6.9778,14.0096,123.567,21.7168,2.4704,0.0322,6.9207
906.5,4.5,2.71,24.0862,6.9794,14.3304,117.2168,21.9202,2.4649,0.0335,6.9398
906.0,4.5,2.71,24.1632,6.983,14.4976,110.3753,22.1094,2.4621,0.0366,6.9447
905.5,4.5,2.71,24.2403,6.9842,14.5084,110.4665,22.4212,2.4619,0.0377,6.9471
905.0,4.5,2.71,24.3174,6.9841,14.7417,114.5844,22.49,2.4579,0.029,6.9482
904.5,4.5,2.71,24.3945,6.9843,15.3002,118.373,22.2879,2.4484,0.0175,6.9467
904.0,4.5,2.71,24.4714,6.9811,15.9824,120.1564,22.193,2.4367,0.0202,6.9407
903.5,4.5,2.71,24.548,6.9737,16.4811,122.2411,22.3253,2.4282,0.0319,6.9324
903.0,4.5,2.71,24.6245,6.9686,16.2,122.7537,22.4016,2.433,0.0347,6.9297
902.5,4.5,2.71,24.7011,6.97,14.8961,121.9212,22.7141,2.4553,0.0396,6.9324
902.0,4.5,2.71,24.7777,6.9716,13.6863,122.8595,23.0732,2.476,0.0449,6.9343
901.5,4.5,2.71,24.8542,6.9701,13.7211,122.5508,22.6526,2.4754,0.0349,6.9317
901.0,4.5,2.71,24.9306,6.9676,14.3904,119.6162,21.818,2.4639,0.0177,6.926
900.5,4.5,2.71,25.0068,6.9648,14.422,119.0476,21.0854,2.4634,0.0041,6.9181
900.0,4.5,2.71,25.0828,6.9602,13.6735,117.5119,20.7616,2.4762,-0.0091,6.9136
899.5,4.5,2.71,25.159,6.9568,12.875,112.4343,20.9042,2.4898,-0.013,6.9269
899.0,4.5,2.71,25.2353,6.9545,12.4688,107.0414,21.2281,2.4968,0.0036,6.9387
898.5,4.5,2.71,25.3116,6.9531,12.2369,103.9246,21.409,2.5007,0.0312,6.9346
898.0,4.5,2.71,25.3877,6.9517,11.8417,109.0173,21.2541,2.5075,0.0471,6.9295
897.5,4.5,2.71,25.4639,6.9521,11.3247,115.7931,21.2361,2.5163,0.045,6.9279
897.0,4.5,2.71,25.54,6.9538,10.9454,115.3436,21.5511,2.5228,0.0373,6.9286
896.5,4.5,2.71,25.6163,6.9556,11.0143,110.5615,22.1403,2.5217,0.032,6.9298
896.0,4.5,2.71,25.6924,6.9545,12.1222,109.469,22.7715,2.5027,0.0354,6.9291
895.5,4.5,2.71,25.7685,6.9506,14.466,110.1382,23.2531,2.4626,0.0391,6.9262
895.0,4.5,2.71,25.8445,6.9482,16.7179,111.8823,23.4571,2.4241,0.0387,6.9252
894.5,4.5,2.71,25.9206,6.9507,17.2457,110.9851,23.0977,2.4151,0.0329,6.9266
894.0,4.5,2.71,25.9967,6.9553,16.0735,105.7003,22.4564,2.4351,0.0233,6.9256
893.5,4.5,2.71,26.0728,6.9567,14.5893,102.8241,22.0034,2.4605,0.0213,6.9237
893.0,4.5,2.71,26.149,6.9567,13.8799,104.6346,21.9431,2.4727,0.0261,6.9233
892.5,4.5,2.71,26.2251,6.9569,13.8305,106.48,22.0504,2.4735,0.0253,6.9236
892.0,4.5,2.71,26.3012,6.957,13.6969,109.361,22.1222,2.4758,0.0191,6.9239
891.5,4.5,2.71,26.3773,6.9573,13.1685,114.6136,22.1379,2.4848,0.0201,6.9217
891.0,4.5,2.71,26.4533,6.9554,12.7748,115.2883,21.9301,2.4916,0.0275,6.9167
890.5,4.5,2.71,26.5292,6.9523,13.5195,110.41,21.6708,2.4788,0.0319,6.9156
890.0,4.5,2.71,26.6052,6.9512,15.9191,103.5384,21.6267,2.4378,0.0315,6.9204
889.5,4.5,2.71,26.6811,6.9503,19.1813,97.2951,21.9718,2.382,0.0336,6.9221
889.0,4.5,2.71,26.7571,6.9514,21.861,97.389,22.5251,2.3362,0.0361,6.9217
888.5,4.5,2.71,26.8332,6.9548,23.3095,101.783,23.0677,2.3114,0.0369,6.9227
888.0,4.5,2.71,26.9093,6.9568,24.0267,105.5088,23.2533,2.2991,0.043,6.9238
887.5,4.5,2.71,26.9855,6.9577,24.7994,104.5751,23.2266,2.2859,0.0455,6.9243
887.0,4.5,2.71,27.0616,6.956,25.649,94.3205,23.3353,2.2714,0.0375,6.9219
886.5,4.5,2.71,27.1375,6.9518,25.8026,84.418,23.1192,2.2688,0.0327,6.9156
886.0,4.5,2.71,27.2131,6.9484,24.7572,84.763,22.0926,2.2867,0.0392,6.9077
885.5,4.5,2.71,27.2887,6.9458,22.949,92.5424,21.1524,2.3176,0.053,6.9032
885.0,4.5,2.71,27.3642,6.9452,21.4231,96.0094,20.8761,2.3437,0.0573,6.9041
884.5,4.5,2.71,27.4397,6.9456,21.0821,92.0307,20.8152,2.3495,0.0424,6.9031
884.0,4.5,2.71,27.5152,6.9445,22.0506,91.8129,20.9275,2.3329,0.0291,6.8992
883.5,4.5,2.71,27.5906,6.9437,23.4764,93.8632,21.2423,2.3086,0.0257,6.8997
883.0,4.5,2.71,27.6662,6.9467,23.9895,89.5829,21.6131,2.2998,0.0136,6.9076
882.5,4.5,2.71,27.7421,6.9494,22.687,88.7349,21.6064,2.3221,-0.0095,6.9161
882.0,4.5,2.71,27.818,6.9488,19.786,98.3568,21.397,2.3717,-0.0132,6.9197
881.5,4.5,2.71,27.8939,6.9477,16.3619,105.363,21.5209,2.4302,0.001,6.9216
881.0,4.5,2.71,27.9698,6.9483,13.6333,104.2093,21.5578,2.4769,0.018,6.9195
880.5,4.5,2.71,28.0456,6.9507,12.3349,106.8162,21.3603,2.4991,0.0289,6.9122
880.0,4.5,2.71,28.1213,6.9526,12.1999,114.8508,21.1661,2.5014,0.0297,6.9053
879.5,4.5,2.71,28.197,6.9526,12.4481,117.8856,21.0829,2.4971,0.0334,6.9033
879.0,4.5,2.71,28.2726,6.9507,13.0215,114.6018,20.7236,2.4873,0.0416,6.9015
878.5,4.5,2.71,28.3481,6.947,14.1936,104.3837,20.1075,2.4673,0.0377,6.8996
878.0,4.5,2.71,28.4235,6.9428,15.1173,93.4721,19.8973,2.4515,0.0199,6.8994
877.5,4.5,2.71,28.4989,6.9403,14.4844,94.053,20.3081,2.4623,0.008,6.9017
877.0,4.5,2.71,28.5744,6.9407,12.4134,105.2599,20.8628,2.4977,0.016,6.9076
876.5,4.5,2.71,28.6501,6.941,10.4014,114.965,21.0955,2.5321,0.0288,6.915
876.0,4.5,2.71,28.7257,6.9405,9.6533,115.6537,21.2287,2.5449,0.0245,6.916
875.5,4.5,2.71,28.8014,6.9415,9.9372,109.8676,21.5342,2.5401,0.0186,6.9129
875.0,4.5,2.71,28.877,6.9443,10.2195,101.3605,21.793,2.5352,0.0259,6.9116
874.5,4.5,2.71,28.9527,6.9464,10.0074,99.2671,21.6849,2.5389,0.0315,6.9104
874.0,4.5,2.71,29.0284,6.9481,9.5551,104.4725,21.068,2.5466,0.0428,6.9072
873.5,4.5,2.71,29.104,6.9482,9.3759,105.9399,20.5874,2.5497,0.0512,6.9051
873.0,4.5,2.71,29.1796,6.9467,9.8376,106.8081,20.5328,2.5418,0.045,6.9058
872.5,4.5,2.71,29.2552,6.9453,10.9784,109.0057,21.0794,2.5223,0.0309,6.907
872.0,4.5,2.71,29.3308,6.9449,12.4456,109.0809,21.652,2.4972,0.017,6.9086
871.5,4.5,2.71,29.4065,6.9456,13.6203,106.7199,21.3181,2.4771,0.0129,6.9124
871.0,4.5,2.71,29.4823,6.9464,14.0764,103.8755,20.7524,2.4693,0.0065,6.9134
870.5,4.5,2.71,29.558,6.9487,13.6259,104.8953,20.6321,2.477,-0.0078,6.9106
870.0,4.5,2.71,29.6337,6.9511,12.2814,108.6456,20.8332,2.5,0.003,6.9086
869.5,4.5,2.71,29.7095,6.9501,10.7307,109.4651,21.1178,2.5265,0.0332,6.909
869.0,4.5,2.71,29.7851,6.9457,9.9905,106.362,21.1306,2.5392,0.0485,6.909
868.5,4.5,2.71,29.8606,6.9413,10.3531,105.8807,21.0245,2.533,0.046,6.9074
868.0,4.5,2.71,29.9361,6.9397,11.418,104.5822,21.0688,2.5148,0.0376,6.9069
867.5,4.5,2.71,30.0116,6.9407,12.6929,100.3792,21.159,2.493,0.0262,6.9073
867.0,4.5,2.71,30.0872,6.9427,13.5982,101.5448,21.3699,2.4775,0.0209,6.9078
866.5,4.5,2.71,30.1628,6.943,13.8194,107.6407,21.4661,2.4737,0.0298,6.9082
866.0,4.5,2.71,30.2383,6.9418,13.7322,111.5954,21.2705,2.4752,0.0344,6.9067
865.5,4.5,2.71,30.3138,6.9414,13.7283,109.3602,21.1258,2.4752,0.026,6.9048
865.0,4.5,2.71,30.3892,6.9413,13.7003,103.389,20.962,2.4757,0.0172,6.9027
864.5,4.5,2.71,30.4647,6.9424,13.3675,101.8583,20.8294,2.4814,0.0145,6.9017
864.0,4.5,2.71,30.5401,6.9423,12.5802,105.1604,20.9093,2.4949,0.0231,6.9021
863.5,4.5,2.71,30.6156,6.9404,11.4624,109.0476,21.0393,2.514,0.0398,6.9039
863.0,4.5,2.71,30.691,6.9406,10.4152,113.5693,21.2933,2.5319,0.049,6.9051
862.5,4.5,2.71,30.7665,6.942,10.0124,111.2762,21.3442,2.5388,0.0452,6.9046
862.0,4.5,2.71,30.842,6.9442,10.5921,103.7963,21.2926,2.5289,0.0403,6.9033
861.5,4.5,2.71,30.9176,6.9459,11.9108,104.1492,21.3647,2.5063,0.0383,6.9031
861.0,4.5,2.71,30.9931,6.9452,13.3182,110.91,21.3164,2.4823,0.0269,6.9041
860.5,4.5,2.71,31.0687,6.945,14.0873,114.9095,21.333,2.4691,0.0197,6.9053
860.0,4.5,2.71,31.1443,6.9449,13.9856,111.5146,21.229,2.4708,0.0204,6.9079
859.5,4.5,2.71,31.22,6.9451,13.3018,104.452,21.1725,2.4825,0.0153,6.9142
859.0,4.5,2.71,31.2959,6.9474,12.3507,101.8092,21.3182,2.4988,0.0161,6.9188
858.5,4.5,2.71,31.3717,6.9471,11.6662,105.1798,21.6808,2.5105,0.0317,6.9178
858.0,4.5,2.71,31.4474,6.9449,11.826,112.5601,21.9804,2.5078,0.0341,6.9116
857.5,4.5,2.71,31.5229,6.9449,12.4118,116.545,21.8564,2.4978,0.0194,6.9049
857.0,4.5,2.71,31.5985,6.9463,12.3007,111.5149,21.5815,2.4997,0.0172,6.9026
856.5,4.5,2.71,31.674,6.948,11.2346,106.3114,21.5495,2.5179,0.0365,6.9026
856.0,4.5,2.71,31.7496,6.9485,10.1312,104.5,21.5953,2.5368,0.0525,6.9033
855.5,4.5,2.71,31.8252,6.9463,9.6999,105.005,21.6356,2.5441,0.0493,6.9026
855.0,4.5,2.71,31.9006,6.9423,9.878,105.9595,21.5358,2.5411,0.0407,6.9015
854.5,4.5,2.71,31.9761,6.941,10.6335,101.4835,21.1175,2.5282,0.0307,6.9059
854.0,4.5,2.71,32.0519,6.9432,11.9591,96.5493,20.718,2.5055,0.0214,6.9181
853.5,4.5,2.71,32.1278,6.944,13.4709,94.3645,20.3035,2.4796,0.0155,6.925
853.0,4.5,2.71,32.2037,6.9452,14.6562,98.3806,20.1533,2.4594,0.0004,6.9253
852.5,4.5,2.71,32.2797,6.9467,15.1184,107.3801,20.3437,2.4515,-0.0137,6.9238
852.0,4.5,2.71,32.3555,6.9437,14.8943,108.7274,20.3496,2.4553,-0.0104,6.9196
851.5,4.5,2.71,32.4311,6.9403,14.4279,102.912,20.2603,2.4633,0.0033,6.9151
851.0,4.5,2.71,32.5067,6.939,13.9995,102.5505,20.2934,2.4706,0.017,6.9136
850.5,4.5,2.71,32.5824,6.9398,13.5775,103.2046,20.567,2.4778,0.0246,6.9148
850.0,4.5,2.71,32.6581,6.9424,13.1066,103.5502,20.7391,2.4859,0.0255,6.9162
849.5,4.5,2.71,32.7339,6.9456,12.4989,105.9398,20.6875,2.4963,0.0237,6.9161
849.0,4.5,2.71,32.8096,6.9465,11.5833,101.7684,20.6106,2.5119,0.0302,6.9139
848.5,4.5,2.71,32.8853,6.9456,10.6436,95.2586,20.7251,2.528,0.049,6.912
848.0,4.5,2.71,32.961,6.9448,10.3694,92.8547,20.7751,2.5327,0.0573,6.9104
847.5,4.5,2.71,33.0366,6.9455,10.811,96.7889,20.7765,2.5251,0.0464,6.9083
847.0,4.5,2.71,33.1122,6.9464,11.4313,103.7258,20.8306,2.5145,0.0361,6.9055
846.5,4.5,2.71,33.1877,6.9459,11.8856,103.3239,20.8109,2.5068,0.0282,6.904
846.0,4.5,2.71,33.2633,6.945,11.9566,99.7066,20.9537,2.5055,0.0202,6.9043
845.5,4.5,2.71,33.3389,6.9459,11.6824,102.0484,20.7976,2.5102,0.0174,6.9057
845.0,4.5,2.71,33.4145,6.9481,11.4541,106.7288,20.4737,2.5141,0.0159,6.9054
844.5,4.5,2.71,33.49,6.9469,11.4208,111.046,20.4654,2.5147,0.0137,6.902
844.0,4.5,2.71,33.5654,6.9413,11.3339,115.0116,20.661,2.5162,0.0189,6.9005
843.5,4.5,2.71,33.6408,6.9374,11.1055,113.5139,20.96,2.5201,0.0259,6.9022
843.0,4.5,2.71,33.7162,6.9383,11.1052,104.1243,21.1169,2.5201,0.027,6.9034
842.5,4.5,2.71,33.7916,6.9394,11.6144,97.9745,20.8184,2.5114,0.0168,6.9041
842.0,4.5,2.71,33.867,6.9387,12.1341,99.7504,20.3949,2.5025,0.0114,6.905
841.5,4.5,2.71,33.9425,6.9372,11.8764,104.4396,20.208,2.5069,0.0278,6.9094
841.0,4.5,2.71,34.0182,6.9383,11.1205,107.1586,20.4363,2.5198,0.05,6.9173
840.5,4.5,2.71,34.094,6.9414,11.0637,103.5145,20.924,2.5208,0.0535,6.9212
840.0,4.5,2.71,34.1698,6.9449,11.9275,99.737,21.5073,2.506,0.0391,6.9199
839.5,4.5,2.71,34.2456,6.9475,12.7072,101.5305,21.852,2.4927,0.035,6.9154
839.0,4.5,2.71,34.3213,6.9469,12.9775,104.6291,21.5152,2.4881,0.0375,6.9104
838.5,4.5,2.71,34.3969,6.9449,13.156,107.8935,20.9985,2.485,0.0294,6.9073
838.0,4.5,2.71,34.4724,6.942,13.1509,115.9688,20.7832,2.4851,0.0148,6.9066
837.5,4.5,2.71,34.5479,6.9404,12.3066,118.6339,21.1354,2.4996,0.0158,6.9061
837.0,4.5,2.71,34.6234,6.9418,10.6622,113.4377,21.4217,2.5277,0.031,6.9037
836.5,4.5,2.71,34.6989,6.9436,9.0439,113.2389,21.0638,2.5553,0.0398,6.9016
836.0,4.5,2.71,34.7743,6.9448,8.1242,115.4399,20.579,2.5711,0.0454,6.902
835.5,4.5,2.71,34.8498,6.9436,8.0718,114.1326,20.6557,2.572,0.0492,6.9027
835.0,4.5,2.71,34.9253,6.9423,8.6075,113.1998,21.3695,2.5628,0.046,6.9021
834.5,4.5,2.71,35.0007,6.9399,9.212,112.8371,21.9557,2.5525,0.0363,6.9014
834.0,4.5,2.71,35.076,6.9362,9.523,108.7398,21.8288,2.5472,0.0361,6.9018
833.5,4.5,2.71,35.1513,6.9334,9.7255,104.5108,21.3231,2.5437,0.0388,6.9018
833.0,4.5,2.71,35.2265,6.9336,10.1743,100.3469,21.1681,2.536,0.0385,6.9008
832.5,4.5,2.71,35.3018,6.9344,10.5783,99.2574,21.2843,2.5291,0.0354,6.8994
832.0,4.5,2.71,35.377,6.9345,10.254,100.9448,21.1261,2.5347,0.0365,6.8991
831.5,4.5,2.71,35.4523,6.9337,9.2987,97.9985,20.812,2.551,0.0456,6.8999
831.0,4.5,2.71,35.5276,6.9349,8.7378,96.1359,20.7143,2.5606,0.0493,6.9008
830.5,4.5,2.71,35.6029,6.936,9.2158,99.4504,20.8967,2.5524,0.042,6.9017
830.0,4.5,2.71,35.6782,6.9348,10.2895,103.6127,20.9992,2.534,0.0378,6.9032
829.5,4.5,2.71,35.7535,6.9349,11.2246,105.5844,20.883,2.5181,0.0385,6.9035
829.0,4.5,2.71,35.8289,6.9359,11.7738,104.5624,20.9007,2.5087,0.0359,6.9036
828.5,4.5,2.71,35.9043,6.9368,11.9496,103.6394,20.9168,2.5057,0.0264,6.9047
828.0,4.5,2.71,35.9797,6.9376,11.6275,102.8664,20.7315,2.5112,0.0198,6.9052
827.5,4.5,2.71,36.0552,6.9388,10.9049,102.8896,20.5339,2.5235,0.0279,6.906
827.0,4.5,2.71,36.1307,6.9411,10.3106,103.0114,20.5326,2.5337,0.0329,6.909
826.5,4.5,2.71,36.2064,6.9437,10.1883,103.8062,20.8005,2.5358,0.0286,6.9137
826.0,4.5,2.71,36.2821,6.943,10.4426,105.6907,20.9784,2.5314,0.0283,6.9157
825.5,4.5,2.71,36.3578,6.9409,10.6776,108.4586,21.111,2.5274,0.0314,6.9134
825.0,4.5,2.71,36.4334,6.9418,10.4482,108.6909,21.4985,2.5313,0.0333,6.9115
824.5,4.5,2.71,36.509,6.9427,9.7594,109.5281,21.4972,2.5431,0.0384,6.9096
824.0,4.5,2.71,36.5845,6.9414,8.9489,113.9059,21.1161,2.557,0.0443,6.9064
823.5,4.5,2.71,36.66,6.9397,8.2294,119.3558,20.904,2.5693,0.0387,6.9054
823.0,4.5,2.71,36.7354,6.9392,7.7904,121.1669,20.8766,2.5768,0.0353,6.9058
822.5,4.5,2.71,36.8109,6.9389,7.8806,119.0947,20.9568,2.5752,0.0351,6.9051
822.0,4.5,2.71,36.8863,6.9373,8.4389,116.0134,20.5822,2.5657,0.0268,6.9049
821.5,4.5,2.71,36.9617,6.9356,9.1447,114.9093,19.9791,2.5536,0.0203,6.9071
821.0,4.5,2.71,37.0371,6.9355,9.6137,116.5773,20.1094,2.5456,0.0216,6.9084
820.5,4.5,2.71,37.1126,6.9359,9.5857,117.6016,20.3731,2.5461,0.0332,6.9093
820.0,4.5,2.71,37.1881,6.9369,9.5019,116.5609,20.2516,2.5475,0.0437,6.9107
819.5,4.5,2.71,37.2637,6.9388,9.942,114.0937,20.4642,2.54,0.036,6.9127
819.0,4.5,2.71,37.3393,6.9416,10.3584,113.7135,20.9336,2.5329,0.0193,6.9131
818.5,4.5,2.71,37.415,6.9436,9.6837,115.568,20.9244,2.5444,0.0164,6.9118
818.0,4.5,2.71,37.4906,6.9438,7.9523,117.7227,20.7018,2.574,0.0347,6.9104
817.5,4.5,2.71,37.5662,6.9436,6.4686,115.8792,20.7772,2.5994,0.0582,6.9103
817.0,4.5,2.71,37.6419,6.9428,6.2197,111.0225,20.6323,2.6036,0.0614,6.9128
816.5,4.5,2.71,37.7176,6.9417,6.7048,111.0067,20.1922,2.5953,0.049,6.9171
816.0,4.5,2.71,37.7934,6.9433,6.9715,113.6523,20.0335,2.5908,0.0369,6.9203
815.5,4.5,2.71,37.8693,6.9445,6.9669,114.2307,20.2303,2.5909,0.037,6.922
815.0,4.5,2.71,37.9452,6.9432,7.2816,115.2497,20.9566,2.5855,0.0429,6.9234
