DEPTH,CILD,CALN,CALD,GR,ILD,ILM,LWTLB,NPLS,DPLS,RXRT,SFL,SP,DRHO,RHOB,PE
129.5,26.87,6.92,6.88,101.45,37.22,54.92,509.4,23.35,14.44,-25.48,53.87,-1.5,0.03,2.46,2.59
130,26.27,6.92,6.88,102.57,38.06,55.22,510.53,23.38,16.04,-25.47,55.02,-1.83,0.01,2.44,2.64
130.5,25.4,6.92,6.87,97.96,39.37,54.98,510.6,25.21,17.35,-24.81,55.96,-2.18,0,2.41,2.69
131,24.58,6.92,6.88,91.04,40.68,54.28,512.9,26.65,17.57,-23.51,56.07,-2.65,0,2.41,2.68
131.5,24.18,6.92,6.88,91.09,41.35,53.44,510.66,26.3,16.97,-22.36,55.49,-3.42,0.01,2.42,2.67
132,24.61,6.92,6.88,94.44,40.63,52.41,507.93,25.71,16.71,-22.87,55.2,-4.52,0.01,2.42,2.78
132.5,26.28,6.92,6.88,96.25,38.05,50.11,501.49,25.91,17.15,-26.21,55.94,-5.88,0.01,2.42,2.88
133,29.31,6.92,6.88,95.94,34.12,44.94,500.51,26.42,17.44,-31.47,57.1,-7.48,0.01,2.41,2.94
133.5,33.53,6.92,6.88,92.95,29.82,37.13,492.93,25.24,17.3,-36.05,56.18,-9.39,0,2.41,3.04
134,38.03,6.92,6.88,92.97,26.3,29.31,485.6,23.31,15.88,-35.6,49.27,-11.4,0,2.44,3.18
134.5,42.29,6.93,6.88,96.93,23.65,23.49,470.59,23.36,13.21,-28.58,37.47,-13.37,0.01,2.48,3.36
135,46.66,6.94,6.88,105.65,21.43,19.89,459.85,24.06,11.67,-19.5,27.81,-15.12,0.01,2.51,3.58
135.5,51.15,6.95,6.88,117.08,19.55,17.87,458.62,25.92,11.44,-14.9,23.15,-16.44,0,2.51,3.66
136,55.51,6.95,6.88,124.71,18.01,16.88,473.7,28.11,11.13,-15.88,21.85,-17.19,0,2.52,3.54
136.5,59.39,6.94,6.88,130.32,16.84,16.39,495.99,29.39,10.92,-18.41,21.62,-17.38,0,2.52,3.5
137,61.91,6.95,6.88,136.49,16.15,16.09,520.05,29.92,11.29,-19.38,21.22,-17.28,0,2.52,3.54
137.5,63.19,6.94,6.88,135.42,15.82,15.82,535.45,28.91,11.37,-18.88,20.58,-16.98,0,2.52,3.44
138,63.55,6.94,6.88,128.89,15.74,15.56,547.68,27.52,11.1,-17.68,19.95,-16.66,-0.01,2.52,3.31
138.5,63.77,6.93,6.88,131.23,15.68,15.31,550.29,26.73,10.75,-16.61,19.43,-16.49,0,2.53,3.22
139,64.66,6.92,6.88,138.05,15.46,15.04,547.64,27.07,10.27,-16.26,19.02,-16.77,0,2.53,3.15
139.5,66.7,6.92,6.88,140.34,14.99,14.74,541.03,27.49,9.9,-16.87,18.7,-17.85,0,2.54,3.09
140,69.12,6.92,6.88,137.54,14.47,14.36,534.77,26.89,10.13,-17.72,18.4,-19.79,0,2.54,3.14
140.5,71.38,6.92,6.88,134.05,14.01,13.93,538.22,27.05,10.6,-18.41,18.11,-22.09,0,2.53,3.28
141,72.36,6.92,6.88,131.26,13.82,13.56,550.18,27.69,10.67,-18.22,17.8,-24,-0.01,2.53,3.25
141.5,71.24,6.92,6.88,129.37,14.04,13.44,568.74,27.17,10.52,-16.54,17.43,-24.85,-0.01,2.53,3.12
142,68.03,6.92,6.88,129.85,14.7,13.83,583.11,27.4,10.66,-14.43,17.43,-24.46,-0.01,2.53,3.22
142.5,63.04,6.92,6.88,135.17,15.86,15.12,590.19,28.35,11.08,-16.07,19.41,-23.3,0,2.52,3.56
143,56.61,6.92,6.88,139.89,17.66,17.95,587.18,27.36,10.65,-25.66,26.54,-21.93,0,2.53,3.78
143.5,49.41,6.92,6.88,127.33,20.24,23.3,582.01,23.89,9.27,-38.94,41.68,-20.74,0,2.55,3.82
144,42.37,6.92,6.88,100.05,23.6,32.82,576.44,19.59,7.4,-49.58,63.82,-19.83,0,2.58,3.9
144.5,34.67,6.92,6.88,75.87,28.84,48.88,574.8,15.29,5.41,-54.3,87.55,-19,0,2.62,4.13
145,26.61,6.92,6.88,61.03,37.58,73.52,566.62,11.94,3.56,-54.62,114.26,-17.93,0.01,2.65,4.31
145.5,19.33,6.92,6.88,55.3,51.73,107.79,563.48,9.29,2.52,-55.42,158.89,-16.4,0.01,2.67,4.44
146,13.83,6.92,6.88,53.57,72.31,153.11,551.72,7.63,2.55,-57.3,232.92,-14.47,0.01,2.67,4.64
146.5,10.8,6.92,6.88,51.34,92.62,208.33,541.07,6.84,3.06,-57.13,295.41,-12.31,0,2.66,4.88
147,9.93,6.92,6.88,48.09,100.68,255.58,522.69,6.64,4.16,-53.84,292.05,-9.99,0,2.64,4.96
147.5,10.64,6.92,6.88,45.45,94,262.68,506.45,7.16,5.94,-52.13,260.23,-7.79,0,2.61,4.97
148,12.4,6.92,6.88,42.73,80.64,221.85,498.59,7.78,7.57,-57.34,259.46,-6.09,0,2.58,4.98
148.5,14.6,6.92,6.88,40.75,68.5,161.06,503.94,7.8,7.98,-65.45,279.75,-5.02,0,2.57,4.88
149,16.16,6.92,6.88,38.5,61.88,112.01,516.93,7.34,8.07,-65.61,254.43,-4.76,0,2.57,4.73
149.5,16.93,6.92,6.88,35.72,59.07,84.01,531.84,7.31,8.43,-54.18,174.58,-5.41,0,2.57,4.63
150,17.22,6.92,6.88,41.91,58.06,72.72,537.29,8.36,8.71,-37.63,110.3,-6.55,0,2.56,4.39
150.5,17.23,6.92,6.88,54.88,58.03,74.13,544.11,9.87,9.31,-33,98.09,-7.31,-0.01,2.55,4.26
151,17.08,6.92,6.88,55.43,58.56,87.76,548.13,11.45,9.57,-42.82,127.28,-7,0,2.55,4.22
151.5,16.56,6.92,6.88,47.02,60.39,114.52,560.15,10.8,9.69,-51.35,164.78,-5.88,0.01,2.54,4.33
152,15.45,6.92,6.88,43.64,64.74,149.49,573.76,9.48,9.71,-53.07,185.15,-4.48,0,2.54,4.56
152.5,13.78,6.92,6.88,42.85,72.55,177.91,584.27,9.14,9.8,-48.01,179.85,-3.13,0,2.54,4.7
153,12.09,6.92,6.88,41.47,82.74,191.17,588.95,9.57,10.8,-39.46,162.66,-2.11,0,2.53,4.7
153.5,10.9,6.92,6.88,39.83,91.74,195.23,587.39,10.69,11.83,-33.07,152.93,-1.72,0,2.51,4.62
154,10.26,6.92,6.88,37.9,97.42,196.68,586.34,11.38,12.66,-30.96,153.87,-1.98,0,2.49,4.52
154.5,10.17,6.92,6.88,39.62,98.32,194.64,585.09,11.02,13.12,-31.67,157.92,-2.42,0,2.49,4.4
155,10.48,6.92,6.88,43.24,95.41,188.05,587.25,10.45,12.97,-31.81,153.97,-2.65,-0.01,2.49,4.21
155.5,10.8,6.92,6.88,43.41,92.63,177.29,588.96,9.97,12.87,-29.66,142.1,-2.52,-0.01,2.49,4.15
156,10.9,6.92,6.88,43.27,91.76,165.01,593.04,10.08,13.25,-27.7,134.41,-2.08,0,2.48,4.19
156.5,10.94,6.92,6.88,43.69,91.39,154.96,595.15,11,13.53,-27.49,133.2,-1.29,0,2.48,4.22
157,10.89,6.92,6.88,45.77,91.79,149.51,598.25,11.39,13.37,-27.68,134.36,-0.13,0,2.48,4.42
157.5,10.88,6.92,6.88,50.25,91.94,148.77,594.49,11.63,13.3,-28.06,135.81,1.19,0,2.48,4.71
158,10.91,6.92,6.88,52.44,91.62,151.16,592.05,11.46,13.92,-28.28,136.05,2.45,0,2.47,4.77
158.5,10.89,6.92,6.88,50.98,91.79,153.82,578.78,10.78,14.64,-27.64,134.23,3.4,0,2.46,4.56
159,10.99,6.92,6.88,46.61,91.02,153.32,561.61,10.74,15.12,-26.67,130.18,4.06,0,2.45,4.53
159.5,11.03,6.92,6.88,42.13,90.63,148.88,541.03,11.55,15.68,-26.13,128,4.57,-0.01,2.44,4.66
160,10.99,6.92,6.88,42.81,90.95,142.06,529.22,12.66,15.58,-27.07,131.3,5,-0.01,2.44,4.86
160.5,10.79,6.92,6.88,44.72,92.68,135.21,530.26,12.72,14.8,-26.39,131.59,5.3,-0.01,2.46,4.81
161,10.54,6.92,6.88,43.2,94.84,132.27,543.51,12.16,14.7,-23.53,125.93,5.43,-0.01,2.46,4.57
161.5,10.55,6.92,6.88,41.34,94.81,136.17,557.82,12.03,14.73,-24.62,129.08,5.42,-0.01,2.46,4.43
162,10.73,6.92,6.88,40.64,93.16,147.12,572.02,11.92,12.95,-30.89,147.14,5.32,0,2.49,4.35
162.5,11.14,6.92,6.88,41.46,89.79,159.55,577.4,10.81,10.73,-37.59,167.73,5.27,0,2.53,4.19
163,11.67,6.92,6.88,43.63,85.68,160.68,583.88,9.09,10.41,-41.23,176.2,5.42,0,2.53,4.28
163.5,12.08,6.92,6.88,42.7,82.76,143.66,584.33,8.25,11.08,-40.91,168.87,5.78,0,2.52,4.41
164,12.3,6.92,6.88,40.94,81.32,120.1,583.17,7.82,10.98,-36.09,146.81,6.25,0,2.52,4.5
164.5,12.59,6.92,6.88,41.73,79.44,102.92,580.21,7.52,9.48,-28.18,118.26,6.74,0,2.55,4.68
165,13.07,6.92,6.88,45.39,76.53,95.76,574.58,7.29,7.53,-26.61,109.92,7.35,0,2.58,4.8
165.5,13.88,6.92,6.88,48.86,72.04,96.15,570.23,6.98,6.58,-38.31,138.21,8.33,0,2.6,4.84
166,14.58,6.92,6.88,44.85,68.58,98.66,566.97,6.91,6.82,-48.75,173.57,9.81,0.01,2.59,4.8
166.5,14.84,6.92,6.88,35.55,67.4,98.28,566.16,6.86,8.6,-46.66,161.24,11.71,0.01,2.56,4.74
167,14.49,6.92,6.88,29.09,69.02,96.5,564.7,8.1,11.43,-34.4,120.14,14.06,0.01,2.51,4.76
167.5,13.89,6.92,6.88,29.86,71.98,98.99,565.74,10.95,13.94,-22.16,93.39,16.88,0.01,2.47,4.75
168,13.52,6.92,6.88,33.61,73.96,108.49,567.48,13.43,15.24,-20.86,93.11,19.76,0,2.45,4.73
168.5,13.38,6.92,6.88,31.64,74.75,121.36,569.65,13.03,14.88,-26.99,108.38,22.16,-0.01,2.46,4.67
169,13.25,6.92,6.88,29.4,75.48,127.28,566.5,11.42,14.46,-30.42,118.78,23.77,-0.02,2.46,4.53
169.5,12.98,6.92,6.88,31.51,77.04,121.89,564.27,10.48,13.9,-26.89,111.33,24.76,-0.02,2.47,4.4
170,12.65,6.92,6.88,33.72,79.06,114.06,554.51,10.34,13.23,-19.76,96.97,25.46,-0.01,2.48,4.36
170.5,12.43,6.92,6.88,36.99,80.43,112.56,549.07,10.99,12.91,-15.94,90.72,26.06,0,2.49,4.26
171,12.65,6.92,6.88,38.92,79.03,118.31,534,11.39,13.41,-21.75,101.33,26.69,0.01,2.48,4.18
171.5,13.26,6.92,6.88,34.98,75.41,123.19,517.97,10.82,13.8,-34.12,129.95,27.4,0.01,2.47,4.08
172,13.96,6.92,6.88,28.55,71.63,115.72,502.92,9.51,12.93,-41.93,150.84,28.14,0.01,2.49,3.92
172.5,14.49,6.92,6.88,23.96,69,98.78,499.63,8.68,12.11,-37.41,129.58,28.75,0,2.5,4.01
173,14.84,6.92,6.88,24.05,67.37,84.38,510.52,9.29,13.2,-24.85,93.15,29,0,2.48,4.15
173.5,14.87,6.92,6.88,28.53,67.26,77.21,530.13,11.69,15.51,-13.03,72.11,28.57,0,2.44,4.23
174,14.78,6.92,6.88,33.16,67.66,76.36,545.66,14.63,16.89,-8.12,65.96,27.23,0,2.42,4.17
174.5,14.63,6.92,6.88,35.64,68.36,79.45,557.53,15.46,16.68,-8.29,66.81,24.93,0,2.42,4.22
175,14.18,6.92,6.88,36.37,70.52,84.19,558.69,15.02,16.3,-8.7,69.33,21.82,0,2.43,4.38
175.5,14.27,6.92,6.88,35.27,70.06,88.7,563.49,14.25,16.64,-12.22,73.72,17.85,0,2.43,4.69
176,15.03,6.92,6.88,30.46,66.53,90.93,567.18,13.47,16.7,-18.52,79.84,13.21,0,2.42,4.93
176.5,16.71,6.92,6.88,26.76,59.85,87.35,574.7,12.62,16.55,-25.51,84.29,8.11,-0.01,2.43,4.93
177,19.3,6.92,6.87,29.34,51.81,75.32,585.8,11.56,15.95,-33.47,88.82,2.54,-0.01,2.44,4.72
177.5,21.83,6.92,6.88,33.68,45.8,58.95,594.65,11.6,14.37,-38.44,89.38,-3.19,0,2.46,4.52
178,23.56,6.92,6.87,39.71,42.44,45.38,603.54,11.98,13.44,-33.86,74.19,-8.85,0,2.48,4.58
178.5,24.28,6.92,6.88,54.22,41.19,37.36,607.92,12.52,13.68,-19.26,51.61,-14.3,0,2.48,4.66
179,23.77,6.92,6.88,72.17,42.08,34.59,612.67,15,12.95,-3,38.12,-18.99,0,2.49,4.45
179.5,23.04,6.92,6.88,83.84,43.41,36.8,615.34,18.81,10.82,-5.51,41.14,-22.21,0,2.52,4.01
180,22.44,6.92,6.88,88.96,44.56,45.11,617.91,20.21,8.31,-24.2,62.02,-23.55,0,2.57,3.73
180.5,21.64,6.92,6.88,78.55,46.22,62.05,614.32,17.45,6.64,-40.97,96.3,-23.07,0,2.6,3.93
181,20.19,6.92,6.88,55.95,49.54,87.36,612.41,13.08,6.45,-48.66,126.47,-21.32,-0.01,2.6,4.3
181.5,18.22,6.92,6.87,40.53,54.89,103.84,600.51,9.87,7.86,-46.71,132.49,-19.12,-0.01,2.58,4.63
182,15.8,6.92,6.88,35.68,63.31,94.57,589.5,9.45,10.32,-36.64,116.88,-16.96,-0.01,2.53,4.71
182.5,13.36,6.92,6.88,36.2,74.85,77.54,569.67,11.14,14.32,-18.97,90.31,-15.02,0,2.47,4.63
183,11.8,6.92,6.88,36.63,84.77,68.03,551.45,14.81,18.77,-0.24,70.88,-13.64,0,2.39,4.5
183.5,11.23,6.92,6.88,36.46,89.02,68.66,539.43,20.37,21.49,4.05,69.23,-13.27,0,2.34,4.37
184,11.76,6.92,6.88,36.49,85.04,80.1,542.74,23.11,20.44,-11.2,86.79,-14.04,0.01,2.36,4.28
184.5,12.56,6.92,6.88,34.19,79.59,103.8,560.26,20.94,16.53,-27.42,116.34,-15.44,0.01,2.43,4.26
185,12.68,6.92,6.88,31.46,78.88,137.03,584.8,16.06,12.48,-34.1,135.61,-16.82,0,2.5,4.26
185.5,11.92,6.92,6.88,35.79,83.91,171.42,602.24,11.8,11.08,-31.78,135.95,-17.74,0,2.52,4.29
186,10.41,6.92,6.88,51.48,96.08,205.02,615.76,9.92,12.07,-26.86,137.65,-18.13,0.01,2.5,4.5
186.5,8.86,6.92,6.88,62.86,112.9,246.27,616.54,9.87,12.09,-24.57,152.43,-18.26,0.01,2.5,4.73
187,8.04,6.92,6.88,62.15,124.45,295.22,617.8,9.86,11.1,-25.31,170.33,-18.5,0.01,2.52,4.82
187.5,7.99,6.92,6.88,58.75,125.23,335.21,615.74,9.07,10.28,-28.64,185.69,-19,0,2.53,4.81
188,8.42,6.92,6.88,51.99,118.75,352.89,613.15,8.13,9.6,-36.31,213.58,-19.86,0,2.55,4.79
188.5,8.83,6.92,6.87,46.93,113.23,344.16,614.47,6.56,8.37,-44.36,252,-21.11,-0.01,2.57,4.76
189,9.12,6.92,6.88,49.39,109.61,312.91,617.27,4.61,5.98,-47.76,267.69,-22.73,0,2.61,4.76
189.5,9.31,6.92,6.88,53.88,107.37,272.62,623.71,3.37,3.41,-46.5,253.47,-24.38,0,2.65,4.68
190,9.5,6.92,6.88,52.61,105.24,234.97,628.03,2.95,2.31,-43.96,232.01,-25.75,0,2.67,4.8
190.5,10.14,6.92,6.88,47.17,98.58,202.58,630.4,2.83,2.25,-44.99,223.68,-26.93,0,2.67,4.98
191,11.29,6.92,6.88,47,88.58,172.03,629.28,2.6,1.98,-49.84,230.02,-28.13,0,2.68,4.84
191.5,12.71,6.92,6.88,50.22,78.68,139.71,624.64,2.54,2.71,-53.32,225.65,-29.37,0,2.66,4.71
192,14.25,6.92,6.88,50.42,70.19,108.98,616.71,2.85,3.99,-50.88,188.28,-30.53,-0.01,2.64,4.67
192.5,15.96,6.92,6.88,49.22,62.65,85.19,609.91,3.62,4.32,-42.73,135.38,-31.34,-0.01,2.64,4.68
193,17.91,6.92,6.88,51.98,55.85,69.09,600.51,4.54,4.78,-33.35,95.26,-31.61,-0.01,2.63,4.72
193.5,20.38,6.92,6.88,58.72,49.08,58.73,598.16,5.88,5.47,-29.13,75.96,-31.45,-0.02,2.62,4.69
194,23.17,6.92,6.88,63.28,43.16,51.37,588.89,7.22,5.18,-30.92,70.25,-31.17,-0.01,2.62,4.53
194.5,25.81,6.92,6.88,64.17,38.74,45.29,578.34,8.26,4.77,-33.11,66.88,-31,0,2.63,4.26
195,28.22,6.92,6.87,64.19,35.44,40.15,558.99,9.13,5.45,-32.03,59.91,-30.89,-0.01,2.62,4.17
195.5,30.26,6.92,6.88,66.48,33.05,36.35,543.99,9.89,6.4,-28.2,51.17,-30.54,0,2.6,4.17
196,32.13,6.92,6.88,74.8,31.12,34.11,542.73,11.26,6.5,-25.44,45.3,-29.73,0.01,2.6,4.01
196.5,33.91,6.92,6.88,86.94,29.49,33.08,555.2,13.13,6.38,-26.09,43.66,-28.76,0.01,2.6,3.83
197,35.17,6.92,6.88,92.09,28.44,32.68,572.85,14.63,6.74,-27.61,43.69,-27.95,0.01,2.59,3.75
197.5,35.48,6.92,6.88,86.99,28.19,32.51,587.53,15.04,7.48,-26.98,42.68,-27.33,0,2.58,3.76
198,34.13,6.92,6.88,85.37,29.3,32.71,592.59,15.25,8.19,-23,40.42,-26.89,-0.01,2.57,3.71
198.5,31.59,6.92,6.88,89.8,31.65,33.97,599.17,15.37,9.24,-19.09,39.91,-26.68,-0.01,2.55,3.76
199,28.62,6.92,6.88,92.1,34.95,37.14,601.96,15.21,9.86,-20,44.8,-26.59,-0.01,2.54,3.8
199.5,26.23,6.92,6.88,89.18,38.13,42.69,609.28,14.59,8.97,-26.02,55.74,-26.33,0,2.56,3.79
200,25.67,6.92,6.88,81.67,38.95,49.3,615.07,12.55,7.38,-34.7,69.83,-25.7,0.01,2.58,3.82
200.5,27.19,6.92,6.88,73.12,36.78,51.69,620.82,10.63,5.45,-43.07,81.51,-24.82,0.01,2.62,4.02
201,30.93,6.92,6.88,62,32.33,44.79,627.73,9.65,3.68,-47.61,81.24,-23.77,0.01,2.65,4.1
201.5,36.34,6.92,6.88,54.6,27.51,33.44,633.3,9.65,3.57,-45.41,65.95,-22.52,0,2.65,4
202,42.75,6.92,6.88,64.04,23.39,24.38,637.94,10.8,4.3,-36.47,44.94,-21.53,0,2.64,3.8
202.5,49.16,6.92,6.88,93.23,20.34,18.81,637.6,13.49,6.12,-23.68,28.95,-21.5,0.01,2.61,3.58
203,55.53,6.92,6.88,127.05,18.01,15.75,635,17.88,8.26,-13.75,20.87,-22.52,0.01,2.57,3.42
203.5,60.04,6.92,6.88,147.73,16.65,14.41,630.73,23.08,10.14,-10.37,18.1,-24.08,0.01,2.54,3.35
204,61.25,6.92,6.88,153.76,16.33,14.28,628.2,25.56,11.63,-10.65,17.85,-25.54,0.01,2.51,3.36
204.5,59.33,6.92,6.88,157.3,16.85,15.24,628.16,25.78,12.52,-13.26,19.4,-26.34,0.02,2.5,3.43
205,55.33,6.92,6.88,163.79,18.07,17.47,629.39,27.14,14.38,-20.52,24.16,-26.24,0.02,2.46,3.52
205.5,51.11,6.92,6.87,185.51,19.57,21.18,627.79,29.56,18.6,-31.8,33.66,-25.31,0.01,2.39,3.45
206,48.56,6.92,6.88,255.87,20.59,25.84,625.43,32.52,24.6,-43.01,47.03,-24,0,2.29,3.28
206.5,48.57,6.92,6.88,402.32,20.59,28.63,615.65,35.75,29.86,-50.89,57.95,-23.01,-0.01,2.2,3.16
207,50.45,6.92,6.88,608.23,19.82,26.18,608.13,38.86,32.45,-52.89,59.01,-22.55,0,2.16,3.1
207.5,53.26,6.92,6.88,759.39,18.78,20.7,590.85,41.53,31.66,-47.19,48.07,-22.3,0,2.17,3.09
208,55.63,6.92,6.88,695.58,17.98,16.12,571.07,40.32,27.83,-34.85,33.45,-21.94,0,2.23,3.16
208.5,56.86,6.92,6.88,451.1,17.59,13.68,552.98,35.61,22.92,-19.63,23.09,-21.36,-0.01,2.32,3.26
209,57.3,6.92,6.88,251.01,17.45,13.19,551.41,31.37,18.66,-13.48,20.14,-20.53,-0.01,2.39,3.3
209.5,57.55,6.92,6.88,167.17,17.38,14.67,572.3,27.33,15.28,-36.98,34.15,-19.23,0,2.45,3.34
210,56.6,6.92,6.88,133.37,17.67,18.76,603.41,21.79,11.7,-65.98,75.95,-17.15,0,2.51,3.35
210.5,53.03,6.92,6.88,102.26,18.86,26.46,625.38,12.74,7.47,-86.86,150.17,-14.23,0,2.58,3.48
211,46.56,6.92,6.88,68.02,21.48,37.9,635.15,6.12,4.4,-93.67,210.34,-10.72,0,2.63,3.85
211.5,37.24,6.92,6.88,46.94,26.86,49.35,631.55,3.72,3.67,-81.74,181.3,-7.46,-0.01,2.65,4.27
212,27.14,6.92,6.88,44.85,36.84,57.55,631.48,4.23,4.83,-58.45,124.52,-5.42,0,2.63,4.43
212.5,19.21,6.92,6.88,57.64,52.05,67.42,630.48,6.68,6.84,-40.39,106.39,-4.92,0,2.59,4.37
213,14.6,6.92,6.91,69.14,68.48,89.26,631.12,10.03,9.23,-44.83,155.72,-5.52,0.01,2.55,4.33
213.5,12.88,6.92,6.97,61.17,77.67,142.41,632.5,12.19,11.38,-62.01,285.43,-6.54,0.01,2.52,4.35
214,12.66,6.92,6.97,44.4,78.99,273.13,632.87,11.17,12.15,-79.44,490.16,-7.45,0.01,2.5,4.55
214.5,12.45,6.92,6.97,31.94,80.35,513.18,633.75,8.12,10.83,-91.67,729.16,-7.97,0.01,2.52,4.75
215,11.77,6.92,6.97,28.05,84.98,607.93,630.18,5.32,8.1,-97.85,937.41,-8.06,0,2.57,4.82
215.5,10.95,6.92,6.97,29.61,91.33,507.55,624.86,3.43,5.62,-100.56,1098.36,-7.81,0,2.61,4.76
216,10.16,6.92,6.97,29.38,98.4,439.81,616.22,2.24,4.05,-100.76,1191.23,-7.4,0,2.64,4.58
216.5,9.75,6.92,6.97,28.04,102.56,424.27,607.86,1.74,2.67,-100.12,1216.5,-7.02,0,2.66,4.45
217,9.78,6.92,6.97,26.38,102.22,422,597.78,1.5,1.75,-97.49,1115.05,-6.69,0,2.68,4.44
217.5,9.75,6.92,6.97,24.97,102.61,407.49,590.22,1.38,1.15,-88.96,854.26,-6.27,0,2.69,4.43
218,9.79,6.92,6.97,27.22,102.09,384.77,583.14,1.37,1.1,-78.41,612.7,-5.77,0.01,2.69,4.54
218.5,9.71,6.92,6.97,31.1,103.01,367.79,582.57,1.62,2.03,-71.77,504.81,-5.33,0,2.68,4.82
219,9.78,6.92,6.97,32.03,102.21,357.12,581.26,2.01,3.24,-71.56,497.83,-4.98,0,2.65,5.2
219.5,9.95,6.92,6.97,31.09,100.55,347.21,589.39,1.92,4.07,-73.35,517.12,-4.78,0,2.64,5.43
220,10.08,6.92,6.97,32.27,99.17,331.62,588.32,1.56,3.78,-73.47,511.73,-4.83,0,2.65,5.22
220.5,10.17,6.92,6.97,35.41,98.38,305.45,579.88,1.55,2.8,-70.64,466.09,-4.98,0,2.66,4.9
221,10.26,6.92,6.97,37.81,97.44,275.05,563.96,1.86,2.11,-65.8,399.09,-5.11,0,2.67,4.78
221.5,10.32,6.92,6.97,39.98,96.9,252.84,557.29,2.09,2.09,-60.94,343.66,-5.09,0,2.67,4.8
222,10.39,6.92,6.97,42.21,96.26,244.01,569.39,2.07,1.95,-58.27,316.08,-4.83,0,2.68,4.84
222.5,10.47,6.92,6.97,39.03,95.51,245.2,593.36,2.08,1.34,-58.24,313.41,-4.26,0,2.69,4.88
223,10.49,6.92,6.97,32.68,95.35,248.13,611.61,1.92,0.77,-59.01,319.93,-3.44,0,2.7,4.99
223.5,10.45,6.92,6.97,32.31,95.72,240.56,619.36,1.55,0.64,-59.87,329.14,-2.27,0,2.7,5.22
224,10.12,6.92,6.97,33.92,98.82,219.48,615.6,1.3,0.44,-59.55,336.53,-0.59,0,2.7,5.13
224.5,9.62,6.92,6.97,33.02,103.93,194.02,617.74,1.2,-0.4,-56.4,323.12,1.68,0.01,2.72,4.63
225,9.15,6.92,6.97,33.25,109.23,172.09,621.34,1.27,-1.28,-50.26,285.5,4.51,0.01,2.73,4.22
225.5,9.39,6.92,6.97,37.49,106.54,154.35,629.49,1.54,-0.75,-45.52,244.66,7.65,0.01,2.72,4.23
226,11.08,6.92,6.97,45.05,90.25,133.81,640.65,1.9,0.41,-49.2,229.96,10.64,0.01,2.7,4.26
226.5,14.81,6.92,6.97,53.67,67.51,104.32,648.95,1.93,1.02,-60.13,235.55,13.13,0.01,2.69,4.23
227,20.51,6.92,6.97,58.56,48.76,72.24,653.93,1.89,1.58,-67.62,213,15.11,0,2.68,4.31
227.5,27.42,6.92,6.97,57.84,36.46,47.75,648.03,2.36,2.24,-65.04,148.62,16.78,0,2.67,4.48
228,34,6.92,6.97,59.41,29.41,32.68,639.39,3.7,3.13,-53.82,87.8,18.28,0,2.66,4.5
228.5,39.28,6.92,6.97,68.18,25.46,24.32,628.48,6.03,4.97,-38.22,50.9,19.62,0,2.62,4.39
229,43.15,6.92,6.97,87.85,23.17,20.16,623.26,9.84,7.56,-23.52,32.59,20.84,0,2.58,4.25
229.5,45.37,6.92,6.97,114.9,22.04,18.76,618.52,14.98,10.16,-17.56,27.34,21.99,-0.01,2.54,3.96
230,46.07,6.92,6.97,148.92,21.71,19.69,616.61,19.93,12.53,-23.55,30.66,23.32,-0.01,2.5,3.61
230.5,45.4,6.92,6.97,216.78,22.03,22.94,614.65,23.92,16.9,-35.96,41.85,25.05,-0.01,2.42,3.38
231,42.59,6.92,6.97,344.69,23.48,28.92,617.48,27.5,22.93,-45.8,57.31,27.24,0,2.32,3.26
231.5,37.92,6.92,6.97,542.06,26.37,38.07,616.5,33.41,27.51,-51.16,73.64,29.55,0.01,2.24,3.16
232,31.41,6.92,6.97,716.94,31.84,50.54,622.51,37.74,26.87,-55.82,100.31,31.12,0.04,2.25,3.12
232.5,24.45,6.92,6.97,670,40.89,66.13,613.26,28.38,20.28,-61.99,152.02,31.53,0.05,2.36,3.17
233,18.1,6.92,6.97,409.7,55.25,84.55,596.18,12.67,11.71,-64.76,221.3,31.08,0.03,2.51,3.53
233.5,13.17,6.92,6.97,179.72,75.95,105.04,573.67,5.02,5.46,-60.1,264.08,30.6,0.01,2.62,4.18
234,9.92,6.92,6.97,82.8,100.85,126.55,566.05,2.45,3.2,-50.76,267.62,31.08,0,2.66,4.69
234.5,8.49,6.92,6.97,56.52,117.76,147.49,580.25,1.76,4,-47.56,285.24,33.01,-0.01,2.64,5.1
235,9.66,6.92,6.97,47.49,103.48,154.32,607.19,1.51,4.18,-56.95,326.69,36.18,-0.01,2.64,5.24
235.5,13.81,6.92,6.97,42.96,72.42,125.11,629.4,1.33,3.28,-68.24,319.54,39.88,-0.01,2.65,5.14
236,20.95,6.92,6.97,46.7,47.72,78.76,642.37,1.31,2.75,-72.7,242.43,43,0,2.66,4.93
236.5,30.1,6.92,6.97,52.88,33.22,45.96,643.43,1.85,2.89,-68.71,151,44.58,0,2.66,4.62
237,39.46,6.92,6.97,55.08,25.35,28.43,651.17,3.4,4.03,-56.77,82.52,44.49,0,2.64,4.37
237.5,46.77,6.92,6.97,58.64,21.38,19.76,655.06,5.53,5.66,-38.37,43.21,43.22,0,2.61,4.12
238,51.07,6.92,6.97,71.26,19.58,15.71,658.73,8.53,7.75,-17.33,24.34,41.31,0,2.58,3.93
238.5,53.52,6.92,6.97,91.41,18.69,14.53,660.27,13.75,10.21,-7.1,18.97,39.24,0,2.54,3.83
